;config_432_avg;config_432_std;config_432_run_0;config_432_run_1;config_432_run_2
Standard_Acc;96,4700;0,0726;96,4000;96,4400;96,5700
RMSCE;0,0530;0,0017;0,0507;0,0546;0,0538
gaussian_noise;86,7893;0,2513;86,4340;86,9720;86,9620
shot_noise;89,2400;0,3355;88,7760;89,3860;89,5580
impulse_noise;87,5513;0,2299;87,2320;87,6580;87,7640
defocus_blur;94,2433;0,0914;94,2600;94,3460;94,1240
glass_blur;87,6607;0,1214;87,8280;87,6100;87,5440
motion_blur;91,9340;0,4257;91,3820;92,4180;92,0020
zoom_blur;93,1413;0,2621;93,1420;93,4620;92,8200
snow;92,0900;0,1606;91,8640;92,2220;92,1840
frost;92,9687;0,2515;92,6640;93,2800;92,9620
fog;94,2287;0,1915;94,0420;94,4920;94,1520
brightness;95,9440;0,0970;95,8080;95,9960;96,0280
contrast;94,3540;0,1302;94,5060;94,3680;94,1880
elastic_transform;91,3873;0,2477;91,5400;91,5840;91,0380
pixelate;89,3827;0,1888;89,6300;89,3460;89,1720
jpeg_compression;85,5180;0,0608;85,4760;85,4740;85,6040
speckle_noise;89,5093;0,4212;88,9360;89,6560;89,9360
gaussian_blur;93,2340;0,1620;93,2760;93,4080;93,0180
spatter;92,9007;0,1409;92,7020;93,0140;92,9860
saturate;95,1160;0,0757;95,0120;95,1900;95,1460
blue_noise;87,2100;0,3848;87,4700;87,4940;86,6660
brownish_noise;78,0680;0,8371;78,9340;76,9360;78,3340
checkerboard_cutout;88,0607;0,3839;87,9240;88,5840;87,6740
circular_motion_blur;92,7987;0,4039;92,8280;93,2780;92,2900
inverse_sparkles;77,2073;0,5698;76,6700;77,9960;76,9560
lines;81,1740;0,7610;80,0980;81,7280;81,6960
pinch_and_twirl;93,1200;0,1235;93,0200;93,2940;93,0460
ripple;87,5847;0,2493;87,8040;87,7140;87,2360
sparkles;87,6520;0,3763;87,1200;87,9300;87,9060
transverse_chromatic_abberation;84,7007;0,1709;84,4600;84,8400;84,8020
Acc_C-all-19;91,4312;0,1154;91,2900;91,5727;91,4309
Acc_C-original-15;91,0956;0,1108;90,9723;91,2409;91,0735
Acc_C-bar-10;85,7576;0,1572;85,6328;85,9794;85,6606
Acc_all-ex-pixelwise-noise-24;89,7696;0,1201;89,6662;89,9379;89,7045
RMSCE_C;0,0458;0,0018;0,0442;0,0484;0,0449
Combined_Noise;90,4667;0,3472;90,1500;90,9500;90,3000
