;config_428_avg;config_428_std;config_428_run_0;config_428_run_1;config_428_run_2
Standard_Acc;96,4367;0,0450;96,4000;96,5000;96,4100
RMSCE;0,0619;0,0014;0,0627;0,0599;0,0631
gaussian_noise;85,4020;0,4550;85,5860;85,8440;84,7760
shot_noise;88,0567;0,4567;88,1800;88,5440;87,4460
impulse_noise;88,3033;0,1752;88,1600;88,5500;88,2000
defocus_blur;93,9953;0,2386;94,2940;93,9820;93,7100
glass_blur;86,3767;0,1892;86,2140;86,6420;86,2740
motion_blur;90,9180;0,5174;91,4200;91,1280;90,2060
zoom_blur;92,7647;0,3974;93,2360;92,7940;92,2640
snow;91,6100;0,2386;91,7240;91,8280;91,2780
frost;92,0960;0,0237;92,0940;92,0680;92,1260
fog;93,9353;0,2947;94,1880;94,0960;93,5220
brightness;96,0147;0,0642;95,9240;96,0560;96,0640
contrast;94,3727;0,2143;94,0960;94,4040;94,6180
elastic_transform;90,4807;0,6565;91,2220;90,5940;89,6260
pixelate;85,0320;0,4848;84,4220;85,0660;85,6080
jpeg_compression;84,3673;0,9016;85,4040;84,4920;83,2060
speckle_noise;88,4507;0,4468;88,5460;88,9440;87,8620
gaussian_blur;93,0673;0,3304;93,4960;93,0140;92,6920
spatter;93,0480;0,2845;92,7980;93,4460;92,9000
saturate;94,9947;0,1398;94,8860;95,1920;94,9060
blue_noise;88,0333;0,9399;87,5580;89,3460;87,1960
brownish_noise;79,8033;1,3848;79,2620;81,7040;78,4440
checkerboard_cutout;87,3473;0,5174;87,7340;87,6920;86,6160
circular_motion_blur;92,5073;0,2755;92,7800;92,6120;92,1300
inverse_sparkles;75,4213;0,5395;75,8460;75,7580;74,6600
lines;79,9880;0,5568;79,6360;80,7740;79,5540
pinch_and_twirl;92,7473;0,3947;92,9600;93,0880;92,1940
ripple;85,5900;0,6095;85,6220;84,8280;86,3200
sparkles;87,2427;0,9577;87,5800;88,2100;85,9380
transverse_chromatic_abberation;82,3253;1,6130;82,9460;83,9160;80,1140
Acc_C-all-19;90,6993;0,2240;90,8363;90,8781;90,3834
Acc_C-original-15;90,2484;0,2263;90,4109;90,4059;89,9283
Acc_C-bar-10;85,1006;0,6061;85,1924;85,7928;84,3166
Acc_all-ex-pixelwise-noise-24;89,0019;0,3320;89,1577;89,3077;88,5404
RMSCE_C;0,0547;0,0008;0,0545;0,0538;0,0557
Combined_Noise;90,1733;0,3332;90,0800;90,6200;89,8200
