;config_430_avg;config_430_std;config_430_run_0;config_430_run_1;config_430_run_2
Standard_Acc;96,5033;0,0634;96,4800;96,5900;96,4400
RMSCE;0,0501;0,0027;0,0539;0,0481;0,0484
gaussian_noise;86,4607;0,4479;85,8340;86,6940;86,8540
shot_noise;89,0480;0,3637;88,5460;89,2020;89,3960
impulse_noise;87,8380;0,3692;87,5840;87,5700;88,3600
defocus_blur;94,2207;0,1415;94,3580;94,2780;94,0260
glass_blur;87,4153;0,2050;87,1360;87,4880;87,6220
motion_blur;92,1200;0,1016;92,0080;92,2540;92,0980
zoom_blur;93,0840;0,2056;93,2920;93,1560;92,8040
snow;91,9667;0,2656;91,6060;92,0560;92,2380
frost;92,8713;0,2104;92,5820;93,0760;92,9560
fog;94,1307;0,0659;94,0380;94,1860;94,1680
brightness;96,0113;0,0614;96,0400;96,0680;95,9260
contrast;94,3060;0,0751;94,3640;94,3540;94,2000
elastic_transform;91,3387;0,1969;91,5460;91,3960;91,0740
pixelate;88,3793;0,2025;88,4420;88,5900;88,1060
jpeg_compression;84,9320;0,0643;84,9660;84,9880;84,8420
speckle_noise;89,4693;0,3826;88,9540;89,5840;89,8700
gaussian_blur;93,2133;0,2031;93,3960;93,3140;92,9300
spatter;92,9627;0,2418;92,6620;92,9720;93,2540
saturate;95,1840;0,0817;95,1880;95,2820;95,0820
blue_noise;86,8000;0,6753;85,8900;87,0040;87,5060
brownish_noise;79,4480;1,1537;79,1960;78,1780;80,9700
checkerboard_cutout;88,0967;0,2642;87,7340;88,3560;88,2000
circular_motion_blur;92,6447;0,3201;92,9320;92,8040;92,1980
inverse_sparkles;77,2807;0,6077;76,8000;76,9040;78,1380
lines;81,0927;0,6027;80,2820;81,2700;81,7260
pinch_and_twirl;93,3073;0,0565;93,3220;93,3680;93,2320
ripple;86,4360;0,6841;85,6200;87,2940;86,3940
sparkles;87,8833;0,4387;87,2680;88,1220;88,2600
transverse_chromatic_abberation;83,5327;1,0005;82,6520;84,9320;83,0140
Acc_C-all-19;91,3133;0,0910;91,1864;91,3952;91,3582
Acc_C-original-15;90,9415;0,0860;90,8228;91,0237;90,9780
Acc_C-bar-10;85,6522;0,3460;85,1696;85,8232;85,9638
Acc_all-ex-pixelwise-noise-24;89,6608;0,1321;89,4762;89,7786;89,7274
RMSCE_C;0,0451;0,0020;0,0479;0,0443;0,0433
Combined_Noise;90,5267;0,4495;89,9900;91,0900;90,5000
