;config_426_avg;config_426_std;config_426_run_0;config_426_run_1;config_426_run_2
Standard_Acc;96,5000;0,0804;96,6100;96,4700;96,4200
RMSCE;0,0536;0,0001;0,0537;0,0536;0,0535
gaussian_noise;84,4107;0,4011;83,8780;84,5080;84,8460
shot_noise;87,4640;0,4092;87,2240;87,1280;88,0400
impulse_noise;85,8893;0,2754;85,9440;85,5280;86,1960
defocus_blur;94,1380;0,1385;94,3320;94,0180;94,0640
glass_blur;87,1067;0,1404;87,0860;87,2880;86,9460
motion_blur;91,4620;0,3780;90,9600;91,5540;91,8720
zoom_blur;92,9293;0,1653;93,0160;93,0740;92,6980
snow;91,8180;0,2004;91,7020;91,6520;92,1000
frost;92,5560;0,2194;92,3900;92,4120;92,8660
fog;93,9987;0,1084;93,9440;93,9020;94,1500
brightness;95,9867;0,0288;96,0260;95,9760;95,9580
contrast;94,2107;0,1110;94,3240;94,2480;94,0600
elastic_transform;91,0220;0,0609;90,9840;90,9740;91,1080
pixelate;86,7780;0,8150;87,4840;87,2140;85,6360
jpeg_compression;84,2713;0,4901;84,7860;83,6120;84,4160
speckle_noise;87,6760;0,5070;87,4420;87,2060;88,3800
gaussian_blur;93,0767;0,1214;93,2420;92,9540;93,0340
spatter;93,1180;0,1247;92,9540;93,1440;93,2560
saturate;95,1260;0,0286;95,0920;95,1620;95,1240
blue_noise;88,9153;0,5476;88,7340;89,6580;88,3540
brownish_noise;78,5813;0,6064;78,8680;77,7380;79,1380
checkerboard_cutout;88,2967;0,3184;87,9740;88,7300;88,1860
circular_motion_blur;92,3980;0,2988;92,8140;92,1260;92,2540
inverse_sparkles;76,2080;0,5405;75,4520;76,6840;76,4880
lines;80,6087;0,6055;79,7780;80,8440;81,2040
pinch_and_twirl;92,9280;0,0882;92,8540;92,8780;93,0520
ripple;87,1613;0,3756;87,5680;87,2540;86,6620
sparkles;87,4760;0,4229;87,2540;87,1060;88,0680
transverse_chromatic_abberation;83,8407;0,2343;83,8400;84,1280;83,5540
Acc_C-all-19;90,6862;0,0692;90,6742;90,6081;90,7763
Acc_C-original-15;90,2694;0,0509;90,2720;90,2059;90,3304
Acc_C-bar-10;85,6414;0,0907;85,5136;85,7146;85,6960
Acc_all-ex-pixelwise-noise-24;89,3790;0,0235;89,3635;89,3613;89,4122
RMSCE_C;0,0474;0,0008;0,0484;0,0468;0,0469
Combined_Noise;89,4000;0,4001;88,8500;89,7900;89,5600
