;config_431_avg;config_431_std;config_431_run_0;config_431_run_1;config_431_run_2
Standard_Acc;96,6267;0,0205;96,6000;96,6300;96,6500
RMSCE;0,0495;0,0013;0,0512;0,0489;0,0483
gaussian_noise;86,9813;0,4824;86,8200;86,4880;87,6360
shot_noise;89,5427;0,5298;89,2780;89,0680;90,2820
impulse_noise;87,4727;0,1292;87,5620;87,2900;87,5660
defocus_blur;94,3500;0,1348;94,1680;94,4900;94,3920
glass_blur;87,9000;0,2722;87,5220;88,0260;88,1520
motion_blur;92,3080;0,2027;92,0660;92,5620;92,2960
zoom_blur;93,2580;0,0540;93,2260;93,3340;93,2140
snow;92,1820;0,2785;91,9140;92,0660;92,5660
frost;93,1307;0,3430;92,8380;92,9420;93,6120
fog;94,4007;0,1278;94,2920;94,3300;94,5800
brightness;96,0773;0,0569;96,0180;96,0600;96,1540
contrast;94,3280;0,0513;94,2600;94,3400;94,3840
elastic_transform;91,5080;0,0866;91,6240;91,4160;91,4840
pixelate;89,0747;1,1935;87,4400;89,5280;90,2560
jpeg_compression;85,6687;0,5783;85,1060;85,4360;86,4640
speckle_noise;89,7907;0,4473;89,5720;89,3860;90,4140
gaussian_blur;93,2253;0,1838;93,0200;93,4660;93,1900
spatter;92,9213;0,1165;92,8360;92,8420;93,0860
saturate;95,2253;0,0898;95,1140;95,2280;95,3340
blue_noise;87,1787;0,3412;86,7460;87,2100;87,5800
brownish_noise;79,1293;1,0477;80,3800;77,8160;79,1920
checkerboard_cutout;88,2740;0,2265;88,0440;88,5820;88,1960
circular_motion_blur;92,6560;0,1405;92,6520;92,8300;92,4860
inverse_sparkles;77,5693;0,6777;76,8280;77,4140;78,4660
lines;81,1160;0,2251;81,2620;80,7980;81,2880
pinch_and_twirl;93,3653;0,1252;93,4740;93,1900;93,4320
ripple;86,8980;1,2446;85,1380;87,7640;87,7920
sparkles;87,9513;0,2708;87,5800;88,2180;88,0560
transverse_chromatic_abberation;84,2660;0,5176;84,6320;84,6320;83,5340
Acc_C-all-19;91,5445;0,2265;91,2987;91,4894;91,8454
Acc_C-original-15;91,2122;0,2453;90,9423;91,1584;91,5359
Acc_C-bar-10;85,8404;0,1342;85,6736;85,8454;86,0022
Acc_all-ex-pixelwise-noise-24;89,8660;0,1737;89,6431;89,8879;90,0669
RMSCE_C;0,0452;0,0015;0,0468;0,0432;0,0456
Combined_Noise;90,7400;0,1855;90,4800;90,9000;90,8400
