;config_435_avg;config_435_std;config_435_run_0;config_435_run_1;config_435_run_2
Standard_Acc;96,4400;0,1631;96,6600;96,2700;96,3900
RMSCE;0,0496;0,0027;0,0535;0,0477;0,0477
gaussian_noise;86,7780;0,1944;87,0020;86,8040;86,5280
shot_noise;89,3040;0,1013;89,4260;89,3080;89,1780
impulse_noise;88,3313;0,4344;88,5680;87,7220;88,7040
defocus_blur;94,1887;0,1405;94,2900;93,9900;94,2860
glass_blur;87,6813;0,1721;87,7380;87,8580;87,4480
motion_blur;92,2500;0,2132;92,1520;92,0520;92,5460
zoom_blur;93,0960;0,0985;93,1900;92,9600;93,1380
snow;91,8373;0,1336;92,0200;91,7880;91,7040
frost;92,6907;0,2797;93,0860;92,4820;92,5040
fog;94,1327;0,2198;94,2980;93,8220;94,2780
brightness;95,9673;0,1119;96,0780;95,8140;96,0100
contrast;94,2727;0,0131;94,2880;94,2560;94,2740
elastic_transform;91,2660;0,2357;91,5960;91,0600;91,1420
pixelate;88,5100;0,6231;87,8640;89,3520;88,3140
jpeg_compression;84,6200;0,6257;85,3180;83,8000;84,7420
speckle_noise;89,6093;0,1278;89,7840;89,5620;89,4820
gaussian_blur;93,1940;0,1247;93,2920;93,0180;93,2720
spatter;92,7987;0,2050;93,0020;92,8760;92,5180
saturate;95,0553;0,0807;95,1460;94,9500;95,0700
blue_noise;87,5360;0,6071;87,4060;86,8660;88,3360
brownish_noise;79,0253;1,7401;81,0860;76,8300;79,1600
checkerboard_cutout;87,4540;0,4090;87,7620;87,7240;86,8760
circular_motion_blur;92,5253;0,1525;92,5940;92,3140;92,6680
inverse_sparkles;77,3347;0,3150;77,4440;77,6540;76,9060
lines;81,0113;0,5523;81,7500;80,8620;80,4220
pinch_and_twirl;92,9660;0,2162;93,2640;92,8760;92,7580
ripple;86,3813;0,3966;86,0860;86,9420;86,1160
sparkles;87,3467;0,2906;87,0380;87,2660;87,7360
transverse_chromatic_abberation;85,0540;0,0335;85,0120;85,0560;85,0940
Acc_C-all-19;91,3465;0,1016;91,4809;91,2355;91,3231
Acc_C-original-15;90,9951;0,1049;91,1276;90,8712;90,9864
Acc_C-bar-10;85,6635;0,2100;85,9442;85,4390;85,6072
Acc_all-ex-pixelwise-noise-24;89,6108;0,1415;89,8081;89,4834;89,5409
RMSCE_C;0,0447;0,0017;0,0470;0,0440;0,0430
Combined_Noise;90,4833;0,0613;90,4400;90,5700;90,4400
