;config_567_avg;config_567_std;config_567_run_0;config_567_run_1;config_567_run_2
Standard_Acc;96,5500;0,0920;96,4200;96,6200;96,6100
RMSCE;0,0505;0,0026;0,0481;0,0541;0,0494
gaussian_noise;85,8233;0,4992;85,8000;86,4460;85,2240
shot_noise;88,4933;0,3020;88,3200;88,9180;88,2420
impulse_noise;84,4020;0,7702;84,9000;84,9920;83,3140
defocus_blur;94,3340;0,2827;93,9400;94,5900;94,4720
glass_blur;87,4960;0,2360;87,7380;87,1760;87,5740
motion_blur;91,7540;0,2552;91,4180;91,8080;92,0360
zoom_blur;93,1360;0,3088;92,7520;93,5080;93,1480
snow;91,9027;0,0418;91,8540;91,9560;91,8980
frost;92,9347;0,0416;92,9680;92,8760;92,9600
fog;94,0787;0,0621;94,0020;94,1540;94,0800
brightness;96,0600;0,0690;95,9860;96,1520;96,0420
contrast;94,2560;0,1247;94,4300;94,1440;94,1940
elastic_transform;91,2500;0,1643;91,0180;91,3760;91,3560
pixelate;89,1580;0,4697;88,5920;89,7420;89,1400
jpeg_compression;85,0520;0,5122;84,3280;85,4340;85,3940
speckle_noise;88,7873;0,1707;88,6020;89,0140;88,7460
gaussian_blur;93,2860;0,3228;92,8440;93,6060;93,4080
spatter;92,8553;0,1660;92,8020;93,0800;92,6840
saturate;95,2373;0,0596;95,1760;95,3180;95,2180
blue_noise;87,5540;0,8896;86,9340;88,8120;86,9160
brownish_noise;78,9687;0,7163;78,8380;78,1640;79,9040
checkerboard_cutout;88,0067;0,3900;87,8540;88,5420;87,6240
circular_motion_blur;92,8180;0,3120;92,4320;93,1960;92,8260
inverse_sparkles;77,6107;0,2684;77,9860;77,4720;77,3740
lines;80,8567;0,2148;81,0300;80,9860;80,5540
pinch_and_twirl;93,0187;0,1199;92,8820;93,1740;93,0000
ripple;87,2627;1,1537;85,8440;88,6700;87,2740
sparkles;87,6820;0,1339;87,6200;87,8680;87,5580
transverse_chromatic_abberation;84,7320;0,5987;83,9320;85,3720;84,8920
Acc_C-all-19;91,0682;0,1528;90,9195;91,2784;91,0068
Acc_C-original-15;90,6754;0,1507;90,5364;90,8848;90,6049
Acc_C-bar-10;85,8510;0,2849;85,5352;86,2256;85,7922
Acc_all-ex-pixelwise-noise-24;89,7394;0,1736;89,5111;89,9318;89,7754
RMSCE_C;0,0449;0,0006;0,0441;0,0452;0,0454
Combined_Noise;89,7200;0,5108;89,1100;90,3600;89,6900
