;config_561_avg;config_561_std;config_561_run_0;config_561_run_1;config_561_run_2
Standard_Acc;96,1467;0,0680;96,1200;96,0800;96,2400
RMSCE;0,0432;0,0018;0,0435;0,0452;0,0408
gaussian_noise;86,7067;0,4604;86,0720;86,8980;87,1500
shot_noise;89,2140;0,3153;88,8120;89,2480;89,5820
impulse_noise;87,5940;0,6344;86,8200;88,3740;87,5880
defocus_blur;94,2513;0,1333;94,1260;94,1920;94,4360
glass_blur;88,1233;0,1821;87,8820;88,1660;88,3220
motion_blur;92,6300;0,2576;92,2660;92,8000;92,8240
zoom_blur;93,4320;0,1829;93,2320;93,3900;93,6740
snow;91,9320;0,1122;91,8880;92,0860;91,8220
frost;92,9907;0,1073;93,0500;93,0820;92,8400
fog;94,2067;0,1284;94,1600;94,3820;94,0780
brightness;95,6460;0,0102;95,6560;95,6320;95,6500
contrast;94,0227;0,0217;94,0360;94,0400;93,9920
elastic_transform;91,7373;0,1622;91,5080;91,8500;91,8540
pixelate;90,9973;0,2760;90,9240;91,3660;90,7020
jpeg_compression;85,9553;0,2113;85,7960;85,8160;86,2540
speckle_noise;89,4527;0,3944;88,9680;89,4560;89,9340
gaussian_blur;93,2747;0,1219;93,1080;93,3200;93,3960
spatter;92,5173;0,0943;92,3880;92,6100;92,5540
saturate;94,8860;0,0166;94,9040;94,8640;94,8900
blue_noise;86,3300;0,3272;86,4900;85,8740;86,6260
brownish_noise;77,9067;0,3312;77,9480;78,2900;77,4820
checkerboard_cutout;87,4520;0,3908;86,9040;87,6640;87,7880
circular_motion_blur;92,8260;0,2077;92,5800;93,0880;92,8100
inverse_sparkles;78,8740;0,0968;78,7720;78,8460;79,0040
lines;81,4227;0,2045;81,7020;81,2180;81,3480
pinch_and_twirl;93,1887;0,1031;93,1060;93,3340;93,1260
ripple;88,0233;0,0920;87,8960;88,1100;88,0640
sparkles;88,0607;0,5601;87,3720;88,7440;88,0660
transverse_chromatic_abberation;86,4473;0,4203;86,0180;87,0180;86,3060
Acc_C-all-19;91,5563;0,1479;91,3472;91,6617;91,6601
Acc_C-original-15;91,2960;0,1521;91,0819;91,4215;91,3845
Acc_C-bar-10;86,0531;0,1389;85,8788;86,2186;86,0620
Acc_all-ex-pixelwise-noise-24;90,0335;0,1146;89,8842;90,1628;90,0534
RMSCE_C;0,0403;0,0013;0,0413;0,0412;0,0384
Combined_Noise;89,6167;0,4576;88,9900;89,7900;90,0700
