;config_569_avg;config_569_std;config_569_run_0;config_569_run_1;config_569_run_2
Standard_Acc;96,4533;0,0403;96,4200;96,5100;96,4300
RMSCE;0,0458;0,0010;0,0468;0,0462;0,0444
gaussian_noise;86,9527;0,4307;86,5000;87,5320;86,8260
shot_noise;89,4573;0,3768;89,1500;89,9880;89,2340
impulse_noise;86,2760;0,9899;86,0540;87,5840;85,1900
defocus_blur;94,3600;0,1247;94,2480;94,5340;94,2980
glass_blur;88,0920;0,3244;87,9080;88,5480;87,8200
motion_blur;92,4440;0,4586;92,1420;93,0920;92,0980
zoom_blur;93,3193;0,1901;93,1460;93,5840;93,2280
snow;92,2027;0,1381;92,1080;92,3980;92,1020
frost;93,2273;0,1744;93,1440;93,4700;93,0680
fog;94,2413;0,2007;94,0320;94,5120;94,1800
brightness;95,9667;0,0811;95,9580;96,0700;95,8720
contrast;94,1447;0,1933;94,0380;94,4160;93,9800
elastic_transform;91,4907;0,2311;91,2100;91,7760;91,4860
pixelate;90,9080;0,2043;90,9720;91,1200;90,6320
jpeg_compression;86,1307;0,4179;85,7140;86,7020;85,9760
speckle_noise;89,8553;0,2935;89,5800;90,2620;89,7240
gaussian_blur;93,3800;0,1575;93,2400;93,6000;93,3000
spatter;92,8607;0,2537;92,7980;93,1980;92,5860
saturate;94,9900;0,0540;94,9260;95,0580;94,9860
blue_noise;86,7753;0,9406;86,5760;88,0140;85,7360
brownish_noise;77,4007;0,9799;77,1740;78,6980;76,3300
checkerboard_cutout;87,9420;0,2369;87,6580;87,9300;88,2380
circular_motion_blur;92,9100;0,1160;92,7460;92,9920;92,9920
inverse_sparkles;78,2073;0,8879;77,9320;79,4060;77,2840
lines;82,0193;0,5354;82,1280;82,6140;81,3160
pinch_and_twirl;93,1340;0,1047;93,0020;93,2580;93,1420
ripple;88,1047;0,2291;87,9080;87,9800;88,4260
sparkles;87,9013;0,4343;87,3120;88,0460;88,3460
transverse_chromatic_abberation;85,1680;0,8746;84,6820;86,3960;84,4260
Acc_C-all-19;91,5947;0,2660;91,4141;91,9707;91,3993
Acc_C-original-15;91,2809;0,2883;91,0883;91,6884;91,0660
Acc_C-bar-10;85,9563;0,4097;85,7118;86,5334;85,6236
Acc_all-ex-pixelwise-noise-24;90,0227;0,2608;89,8386;90,3916;89,8380
RMSCE_C;0,0422;0,0002;0,0425;0,0422;0,0421
Combined_Noise;90,0867;0,4551;89,7500;90,7300;89,7800
