;config_568_avg;config_568_std;config_568_run_0;config_568_run_1;config_568_run_2
Standard_Acc;96,5667;0,1713;96,7300;96,3300;96,6400
RMSCE;0,0475;0,0041;0,0532;0,0441;0,0452
gaussian_noise;86,5200;0,1754;86,2840;86,5720;86,7040
shot_noise;89,2173;0,2741;88,8360;89,4680;89,3480
impulse_noise;86,4353;0,5109;86,9300;86,6440;85,7320
defocus_blur;94,1127;0,0246;94,1280;94,1320;94,0780
glass_blur;87,9013;0,2987;88,0860;87,4800;88,1380
motion_blur;92,2533;0,4409;91,8080;92,8540;92,0980
zoom_blur;93,1760;0,1467;93,0340;93,1160;93,3780
snow;92,2673;0,1961;92,2400;92,0420;92,5200
frost;93,1913;0,1514;93,0640;93,1060;93,4040
fog;94,2727;0,0799;94,2340;94,2000;94,3840
brightness;95,8980;0,0939;95,9000;95,7820;96,0120
contrast;94,0780;0,1185;94,2420;93,9660;94,0260
elastic_transform;91,4453;0,3054;91,2900;91,1740;91,8720
pixelate;90,7033;0,4541;90,9960;90,0620;91,0520
jpeg_compression;85,9113;0,7200;86,3840;84,8940;86,4560
speckle_noise;89,6147;0,2801;89,2220;89,7660;89,8560
gaussian_blur;92,9473;0,0759;93,0020;93,0000;92,8400
spatter;92,9987;0,1968;93,0700;92,7300;93,1960
saturate;95,1093;0,0611;95,1400;95,0240;95,1640
blue_noise;87,2840;0,2124;87,5840;87,1480;87,1200
brownish_noise;78,1973;0,9058;78,9200;76,9200;78,7520
checkerboard_cutout;87,7953;0,2580;87,7980;87,4780;88,1100
circular_motion_blur;92,9153;0,1478;92,7760;92,8500;93,1200
inverse_sparkles;78,6573;0,2878;78,2800;78,7140;78,9780
lines;81,4767;0,2210;81,4980;81,7360;81,1960
pinch_and_twirl;93,1827;0,2967;93,0880;92,8760;93,5840
ripple;88,1273;0,6407;89,0160;87,5300;87,8360
sparkles;87,7500;0,2763;87,4020;87,7700;88,0780
transverse_chromatic_abberation;84,2947;0,3986;83,9540;84,8540;84,0760
Acc_C-all-19;91,4765;0,0914;91,4679;91,3691;91,5925
Acc_C-original-15;91,1589;0,1010;91,1637;91,0328;91,2801
Acc_C-bar-10;85,9681;0,1295;86,0316;85,7876;86,0850
Acc_all-ex-pixelwise-noise-24;89,9443;0,1386;89,9729;89,7621;90,0978
RMSCE_C;0,0428;0,0020;0,0456;0,0417;0,0411
Combined_Noise;89,9833;0,2316;89,8400;90,3100;89,8000
