;config_436_avg;config_436_std;config_436_run_0;config_436_run_1;config_436_run_2
Standard_Acc;96,3467;0,1126;96,1900;96,4000;96,4500
RMSCE;0,0494;0,0026;0,0494;0,0462;0,0526
gaussian_noise;87,0433;0,2003;86,7760;87,0960;87,2580
shot_noise;89,3740;0,3164;88,9300;89,5480;89,6440
impulse_noise;87,8147;0,1928;87,6080;87,7640;88,0720
defocus_blur;94,2013;0,1210;94,1260;94,3720;94,1060
glass_blur;87,7200;0,1689;87,4840;87,8060;87,8700
motion_blur;92,2600;0,0330;92,3060;92,2300;92,2440
zoom_blur;93,3633;0,1548;93,2460;93,5820;93,2620
snow;91,9080;0,2707;91,5380;92,1780;92,0080
frost;92,7487;0,3148;92,3080;93,0240;92,9140
fog;94,3307;0,2023;94,0460;94,4980;94,4480
brightness;95,8507;0,1289;95,6740;95,9000;95,9780
contrast;94,2947;0,2453;93,9480;94,4580;94,4780
elastic_transform;91,4093;0,1426;91,3400;91,6080;91,2800
pixelate;89,2540;0,5092;88,6660;89,1880;89,9080
jpeg_compression;84,9940;0,1930;84,9360;85,2540;84,7920
speckle_noise;89,6460;0,2575;89,2820;89,8180;89,8380
gaussian_blur;93,1987;0,2160;93,1660;93,4780;92,9520
spatter;92,5527;0,2702;92,1740;92,6980;92,7860
saturate;94,9847;0,1454;94,7800;95,1040;95,0700
blue_noise;86,1900;0,8732;84,9740;86,6120;86,9840
brownish_noise;79,1593;0,6485;79,2640;79,8960;78,3180
checkerboard_cutout;87,5233;0,3632;87,4160;88,0120;87,1420
circular_motion_blur;92,4687;0,4010;92,7060;92,7960;91,9040
inverse_sparkles;77,3640;0,6821;76,4480;77,5600;78,0840
lines;81,1393;0,5363;80,3860;81,5920;81,4400
pinch_and_twirl;93,0827;0,0495;93,0560;93,1520;93,0400
ripple;86,9147;0,1194;87,0560;86,7640;86,9240
sparkles;88,2433;0,2261;87,9240;88,4180;88,3880
transverse_chromatic_abberation;84,9153;0,4091;84,6860;85,4900;84,5700
Acc_C-all-19;91,4184;0,1724;91,1755;91,5581;91,5215
Acc_C-original-15;91,1044;0,1715;90,8621;91,2337;91,2175
Acc_C-bar-10;85,7001;0,2607;85,3916;86,0292;85,6794
Acc_all-ex-pixelwise-noise-24;89,7451;0,1765;89,5283;89,9608;89,7461
RMSCE_C;0,0438;0,0018;0,0453;0,0413;0,0448
Combined_Noise;90,4367;0,2708;90,1500;90,8000;90,3600
