;config_359_avg;config_359_std;config_359_run_0;config_359_run_1;config_359_run_2
Standard_Acc;81,7067;0,1357;81,5300;81,8600;81,7300
RMSCE;0,0215;0,0014;0,0196;0,0219;0,0229
gaussian_noise;60,8720;0,9889;60,6120;59,8120;62,1920
shot_noise;64,5093;0,9615;64,0120;63,6620;65,8540
impulse_noise;66,0567;0,3179;65,8180;66,5060;65,8460
defocus_blur;76,6033;0,1329;76,7460;76,6380;76,4260
glass_blur;64,1187;0,4608;63,4800;64,3260;64,5500
motion_blur;71,8960;0,2752;71,9020;72,2300;71,5560
zoom_blur;73,9507;0,1928;74,1140;74,0580;73,6800
snow;71,5900;0,3627;71,1540;71,5740;72,0420
frost;71,8627;0,4750;71,1920;72,2300;72,1660
fog;75,2340;0,2174;74,9740;75,5060;75,2220
brightness;80,1107;0,0988;80,1100;80,2320;79,9900
contrast;76,0307;0,4647;75,5620;76,6640;75,8660
elastic_transform;71,9300;0,4501;72,1800;72,3120;71,2980
pixelate;68,6707;1,7808;66,2700;69,2120;70,5300
jpeg_compression;61,2660;0,6704;61,3600;60,4020;62,0360
speckle_noise;65,1060;0,8978;64,3280;64,6260;66,3640
gaussian_blur;74,1780;0,2099;74,4680;74,0880;73,9780
spatter;74,3900;0,1081;74,3680;74,2700;74,5320
saturate;75,8740;0,0952;75,8460;76,0020;75,7740
blue_noise;63,1893;0,8413;64,1880;62,1300;63,2500
brownish_noise;43,2613;0,9181;44,5580;42,5560;42,6700
checkerboard_cutout;67,7380;0,2817;68,0400;67,8120;67,3620
circular_motion_blur;75,1860;0,4276;75,6940;74,6480;75,2160
inverse_sparkles;45,5833;0,8126;45,1480;46,7220;44,8800
lines;56,0720;0,6995;55,2840;55,9480;56,9840
pinch_and_twirl;75,0127;0,3913;75,1420;75,4140;74,4820
ripple;65,2093;0,3311;64,7800;65,2620;65,5860
sparkles;68,4893;0,1595;68,4280;68,7080;68,3320
transverse_chromatic_abberation;54,1900;0,4292;54,6200;54,3460;53,6040
Acc_C-all-19;70,7500;0,2451;70,4472;70,7553;71,0475
Acc_C-original-15;70,3134;0,2677;69,9657;70,3576;70,6169
Acc_C-bar-10;61,3931;0,1461;61,5882;61,3546;61,2366
Acc_all-ex-pixelwise-noise-24;68,2686;0,0981;68,1425;68,3817;68,2817
RMSCE_C;0,0540;0,0033;0,0493;0,0569;0,0559
Combined_Noise;69,9533;0,3733;69,5500;69,8600;70,4500
