;config_554_avg;config_554_std;config_554_run_0;config_554_run_1;config_554_run_2
Standard_Acc;81,8567;0,1746;81,9700;81,6100;81,9900
RMSCE;0,0260;0,0040;0,0206;0,0301;0,0273
gaussian_noise;63,1093;0,4001;63,1000;62,6240;63,6040
shot_noise;66,6193;0,3390;66,5040;66,2740;67,0800
impulse_noise;66,0000;0,2117;66,0980;65,7060;66,1960
defocus_blur;77,1720;0,1518;77,3740;77,0080;77,1340
glass_blur;64,5687;0,1862;64,8320;64,4340;64,4400
motion_blur;72,9213;0,2331;73,2260;72,8780;72,6600
zoom_blur;74,6887;0,1281;74,8040;74,5100;74,7520
snow;71,8260;0,1641;72,0000;71,6060;71,8720
frost;72,1293;0,4155;72,6840;71,6840;72,0200
fog;76,0353;0,0580;75,9760;76,0160;76,1140
brightness;80,4413;0,2881;80,6540;80,0340;80,6360
contrast;76,4613;0,2969;76,2080;76,2980;76,8780
elastic_transform;72,8580;0,0567;72,8740;72,7820;72,9180
pixelate;68,8240;0,8883;68,9660;67,6720;69,8340
jpeg_compression;61,7407;0,5781;62,4480;61,7420;61,0320
speckle_noise;67,0080;0,3610;66,7740;66,7320;67,5180
gaussian_blur;74,8180;0,1669;75,0440;74,6460;74,7640
spatter;74,7020;0,2353;74,5000;74,5740;75,0320
saturate;76,1313;0,0957;76,0520;76,0760;76,2660
blue_noise;64,0293;0,5648;63,2360;64,3460;64,5060
brownish_noise;45,0293;0,8539;46,1280;44,9140;44,0460
checkerboard_cutout;67,6513;0,1300;67,7680;67,4700;67,7160
circular_motion_blur;75,9933;0,2132;76,1520;76,1360;75,6920
inverse_sparkles;46,1787;0,2097;46,4060;46,2300;45,9000
lines;56,0627;0,6106;55,2500;56,2160;56,7220
pinch_and_twirl;75,6480;0,1347;75,7320;75,4580;75,7540
ripple;64,9740;1,2398;65,9100;63,2220;65,7900
sparkles;68,7053;0,1046;68,6860;68,8420;68,5880
transverse_chromatic_abberation;54,1807;0,4098;54,7600;53,9040;53,8780
Acc_C-all-19;71,4766;0,1776;71,5852;71,2261;71,6184
Acc_C-original-15;71,0264;0,1952;71,1832;70,7512;71,1447
Acc_C-bar-10;61,8453;0,1347;62,0028;61,6738;61,8592
Acc_all-ex-pixelwise-noise-24;68,7392;0,1727;68,9347;68,5147;68,7683
RMSCE_C;0,0606;0,0075;0,0500;0,0653;0,0664
Combined_Noise;70,2667;0,4293;69,6600;70,5500;70,5900
