;config_566_avg;config_566_std;config_566_run_0;config_566_run_1;config_566_run_2
Standard_Acc;80,8833;0,1815;80,7500;80,7600;81,1400
RMSCE;0,0234;0,0020;0,0233;0,0210;0,0258
gaussian_noise;62,7580;0,1765;62,6580;62,6100;63,0060
shot_noise;66,3573;0,1209;66,2000;66,4940;66,3780
impulse_noise;65,2387;0,9396;64,3280;66,5320;64,8560
defocus_blur;76,1620;0,1284;76,3240;76,1520;76,0100
glass_blur;64,2993;0,1337;64,2420;64,1720;64,4840
motion_blur;72,8927;0,2156;73,1260;72,6060;72,9460
zoom_blur;74,1393;0,1601;74,3560;74,0880;73,9740
snow;71,8040;0,3331;71,3360;72,0840;71,9920
frost;72,4307;0,3238;71,9800;72,5860;72,7260
fog;75,2793;0,0757;75,2340;75,2180;75,3860
brightness;79,3567;0,0919;79,2640;79,3240;79,4820
contrast;75,3513;0,1896;75,5340;75,0900;75,4300
elastic_transform;72,4193;0,0693;72,3940;72,5140;72,3500
pixelate;71,2807;0,0606;71,2100;71,3580;71,2740
jpeg_compression;62,9473;0,0877;63,0200;62,8240;62,9980
speckle_noise;66,7193;0,1936;66,4660;66,9360;66,7560
gaussian_blur;73,5913;0,2346;73,9180;73,4780;73,3780
spatter;73,6813;0,2348;73,7160;73,3780;73,9500
saturate;75,3180;0,0588;75,3820;75,3320;75,2400
blue_noise;60,8100;1,1328;61,6020;59,2080;61,6200
brownish_noise;45,1687;0,3845;45,5220;45,3500;44,6340
checkerboard_cutout;66,8413;0,2271;66,8700;66,5500;67,1040
circular_motion_blur;75,0673;0,1394;75,2280;75,0860;74,8880
inverse_sparkles;47,4107;0,2575;47,3760;47,7420;47,1140
lines;55,9667;0,3953;56,2620;56,2300;55,4080
pinch_and_twirl;75,0447;0,2216;74,7380;75,2540;75,1420
ripple;66,7460;0,5512;67,4180;66,7520;66,0680
sparkles;67,9060;0,1644;68,0720;67,9640;67,6820
transverse_chromatic_abberation;55,5027;0,5155;55,9340;55,7960;54,7780
Acc_C-all-19;71,1593;0,0499;71,0888;71,1987;71,1903
Acc_C-original-15;70,8478;0,0719;70,7471;70,9101;70,8861
Acc_C-bar-10;61,6464;0,1909;61,9022;61,5932;61,4438
Acc_all-ex-pixelwise-noise-24;68,6086;0,0690;68,6857;68,6220;68,5183
RMSCE_C;0,0461;0,0064;0,0380;0,0466;0,0537
Combined_Noise;69,5867;0,1974;69,6200;69,8100;69,3300
