;config_358_avg;config_358_std;config_358_run_0;config_358_run_1;config_358_run_2
Standard_Acc;81,6400;0,2886;81,9100;81,2400;81,7700
RMSCE;0,0186;0,0028;0,0183;0,0221;0,0152
gaussian_noise;61,2180;0,6762;61,9820;61,3340;60,3380
shot_noise;64,9247;0,8447;65,8240;65,1560;63,7940
impulse_noise;66,3240;1,1144;67,1800;67,0420;64,7500
defocus_blur;76,5233;0,1691;76,7260;76,3120;76,5320
glass_blur;62,9147;0,8310;64,0380;62,0540;62,6520
motion_blur;72,1493;0,4126;72,7260;71,7840;71,9380
zoom_blur;74,0053;0,1163;74,1540;73,8700;73,9920
snow;71,4600;0,1475;71,6200;71,2640;71,4960
frost;71,3173;0,5942;72,1520;70,8160;70,9840
fog;75,4100;0,1437;75,5740;75,2240;75,4320
brightness;80,4193;0,2078;80,5500;80,1260;80,5820
contrast;76,3340;0,2295;76,5620;76,0200;76,4200
elastic_transform;71,7387;0,3798;72,0760;71,2080;71,9320
pixelate;67,9680;2,1157;69,1880;64,9920;69,7240
jpeg_compression;60,8660;0,3774;61,0760;61,1860;60,3360
speckle_noise;65,1273;0,8401;66,0200;65,3600;64,0020
gaussian_blur;73,9793;0,2741;74,3580;73,8620;73,7180
spatter;73,9607;0,1581;73,7880;74,1700;73,9240
saturate;76,0467;0,2912;76,0720;75,6780;76,3900
blue_noise;63,4093;1,0461;62,2200;63,2420;64,7660
brownish_noise;44,9147;0,4992;45,4320;45,0720;44,2400
checkerboard_cutout;66,9640;0,4269;66,4180;67,4600;67,0140
circular_motion_blur;75,3820;0,2363;75,0640;75,4520;75,6300
inverse_sparkles;44,4667;0,9190;45,7580;43,9480;43,6940
lines;54,9180;0,9502;55,7880;53,5960;55,3700
pinch_and_twirl;74,8193;0,4380;75,4200;74,3880;74,6500
ripple;65,1127;0,5139;64,4280;65,6660;65,2440
sparkles;68,2633;0,2692;68,0740;68,0720;68,6440
transverse_chromatic_abberation;52,1900;1,7085;53,9940;52,6800;49,8960
Acc_C-all-19;70,6677;0,3357;71,1403;70,3925;70,4703
Acc_C-original-15;70,2382;0,3766;70,7619;69,8925;70,0601
Acc_C-bar-10;61,0440;0,1535;61,2596;60,9576;60,9148
Acc_all-ex-pixelwise-noise-24;68,0051;0,2790;68,3765;67,7042;67,9347
RMSCE_C;0,0513;0,0023;0,0505;0,0544;0,0489
Combined_Noise;70,0167;0,7772;70,8700;70,1900;68,9900
