;config_563_avg;config_563_std;config_563_run_0;config_563_run_1;config_563_run_2
Standard_Acc;82,0567;0,2101;82,1900;81,7600;82,2200
RMSCE;0,0218;0,0030;0,0177;0,0246;0,0231
gaussian_noise;61,0953;1,0644;60,8560;62,5020;59,9280
shot_noise;65,1020;0,7405;64,8060;66,1200;64,3800
impulse_noise;65,9433;0,7097;66,2260;66,6360;64,9680
defocus_blur;76,8613;0,4016;77,3960;76,7600;76,4280
glass_blur;64,4493;0,2735;64,0860;64,7460;64,5160
motion_blur;72,0347;0,3856;71,5540;72,4980;72,0520
zoom_blur;74,3393;0,3802;74,6940;74,5120;73,8120
snow;72,3367;0,4223;71,8000;72,8320;72,3780
frost;72,3647;0,3949;71,8080;72,6820;72,6040
fog;75,9133;0,1725;75,7220;76,1400;75,8780
brightness;80,5180;0,1203;80,6440;80,3560;80,5540
contrast;76,3827;0,1361;76,2580;76,5720;76,3180
elastic_transform;72,1773;0,2263;72,1480;72,4680;71,9160
pixelate;70,8053;0,5260;70,2080;70,7200;71,4880
jpeg_compression;61,9187;0,8813;60,6800;62,4180;62,6580
speckle_noise;65,9353;0,6862;65,5020;66,9040;65,4000
gaussian_blur;74,3007;0,6808;75,0780;74,4040;73,4200
spatter;74,7987;0,1005;74,9300;74,7800;74,6860
saturate;76,1233;0,2100;76,3420;75,8400;76,1880
blue_noise;63,7647;0,7921;64,8820;63,2760;63,1360
brownish_noise;43,4567;1,4107;45,1540;43,5160;41,7000
checkerboard_cutout;67,6040;0,1346;67,6620;67,7320;67,4180
circular_motion_blur;75,3987;0,3088;75,8240;75,2720;75,1000
inverse_sparkles;46,2907;0,9962;45,2340;47,6260;46,0120
lines;56,6740;0,4217;56,0960;56,8360;57,0900
pinch_and_twirl;75,4987;0,2207;75,6020;75,7020;75,1920
ripple;65,8980;0,1625;66,0940;65,6960;65,9040
sparkles;68,0420;0,0727;68,1320;68,0400;67,9540
transverse_chromatic_abberation;53,1693;1,2693;53,8400;54,2760;51,3920
Acc_C-all-19;71,2316;0,2428;71,0915;71,5732;71,0301
Acc_C-original-15;70,8161;0,2710;70,5924;71,1975;70,6585
Acc_C-bar-10;61,5797;0,3471;61,8520;61,7972;61,0898
Acc_all-ex-pixelwise-noise-24;68,6398;0,1665;68,6244;68,8510;68,4441
RMSCE_C;0,0584;0,0008;0,0593;0,0573;0,0587
Combined_Noise;70,4800;0,7072;70,4300;71,3700;69,6400
