;config_352_avg;config_352_std;config_352_run_0;config_352_run_1;config_352_run_2
Standard_Acc;82,0467;0,0655;82,0400;82,1300;81,9700
RMSCE;0,0262;0,0004;0,0259;0,0268;0,0259
gaussian_noise;58,8473;1,3663;58,7440;57,2280;60,5700
shot_noise;63,1813;1,1004;63,0820;61,8860;64,5760
impulse_noise;66,4093;1,2504;64,9720;66,2360;68,0200
defocus_blur;77,3973;0,3969;77,6780;76,8360;77,6780
glass_blur;62,7853;0,3974;62,4400;63,3420;62,5740
motion_blur;71,5660;0,0305;71,5320;71,6060;71,5600
zoom_blur;74,6733;0,5360;74,7000;74,0040;75,3160
snow;71,1933;0,4894;71,0060;71,8640;70,7100
frost;70,7480;0,7796;69,8960;71,7800;70,5680
fog;75,3720;0,1816;75,1240;75,5540;75,4380
brightness;80,6800;0,2754;80,6180;81,0440;80,3780
contrast;76,6100;0,0966;76,5660;76,7440;76,5200
elastic_transform;71,8533;0,3245;71,5620;71,6920;72,3060
pixelate;65,5987;2,3458;67,7900;66,6600;62,3460
jpeg_compression;60,0447;0,5093;59,7740;60,7580;59,6020
speckle_noise;63,9787;0,8208;63,8600;63,0380;65,0380
gaussian_blur;75,5020;0,6039;75,9280;74,6480;75,9300
spatter;74,5187;0,3463;74,2920;75,0080;74,2560
saturate;76,0080;0,0598;76,0580;75,9240;76,0420
blue_noise;65,2767;1,0706;66,6440;65,1560;64,0300
brownish_noise;43,8373;0,5135;43,1480;43,9840;44,3800
checkerboard_cutout;68,0813;0,1074;68,0420;68,2280;67,9740
circular_motion_blur;75,7133;0,1236;75,7260;75,5560;75,8580
inverse_sparkles;44,0447;1,0517;42,7080;45,2780;44,1480
lines;54,4040;0,7435;54,8340;55,0200;53,3580
pinch_and_twirl;75,1287;0,3028;74,7340;75,4700;75,1820
ripple;63,3440;1,5567;65,3560;63,1120;61,5640
sparkles;68,3000;0,2321;68,4760;68,4520;67,9720
transverse_chromatic_abberation;52,4200;0,3216;52,8740;52,2160;52,1700
Acc_C-all-19;70,3667;0,0917;70,2959;70,3080;70,4962
Acc_C-original-15;69,7973;0,0740;69,6989;69,8156;69,8775
Acc_C-bar-10;61,0550;0,2768;61,2542;61,2472;60,6636
Acc_all-ex-pixelwise-noise-24;67,9093;0,1888;67,9526;68,1158;67,6596
RMSCE_C;0,0605;0,0059;0,0640;0,0653;0,0523
Combined_Noise;69,8433;0,0896;69,7800;69,7800;69,9700
