;config_354_avg;config_354_std;config_354_run_0;config_354_run_1;config_354_run_2
Standard_Acc;82,0600;0,3132;81,6500;82,4100;82,1200
RMSCE;0,0183;0,0016;0,0172;0,0172;0,0206
gaussian_noise;61,8240;1,0395;62,0000;60,4720;63,0000
shot_noise;65,6660;1,0763;65,8960;64,2480;66,8540
impulse_noise;66,2013;0,7394;65,1740;66,8840;66,5460
defocus_blur;77,0393;0,2577;76,7440;77,3720;77,0020
glass_blur;63,5520;0,2142;63,3800;63,4220;63,8540
motion_blur;72,0567;0,2297;71,9880;71,8160;72,3660
zoom_blur;74,3427;0,1850;74,0900;74,5280;74,4100
snow;71,5013;0,1439;71,3640;71,4400;71,7000
frost;71,6707;0,3145;71,7560;71,2500;72,0060
fog;75,5633;0,2280;75,4320;75,8840;75,3740
brightness;80,4620;0,1608;80,3020;80,6820;80,4020
contrast;76,7133;0,2240;76,5500;77,0300;76,5600
elastic_transform;72,1933;0,0872;72,0740;72,2800;72,2260
pixelate;66,5407;1,4816;64,4540;67,7480;67,4200
jpeg_compression;60,0680;0,7539;59,5940;59,4780;61,1320
speckle_noise;66,1660;0,7969;66,2160;65,1660;67,1160
gaussian_blur;74,7220;0,2850;74,3680;75,0660;74,7320
spatter;74,4093;0,1992;74,4120;74,1640;74,6520
saturate;76,1067;0,2415;76,4140;75,8240;76,0820
blue_noise;65,3667;0,9975;65,8460;63,9780;66,2760
brownish_noise;44,0633;1,5380;46,2060;43,3160;42,6680
checkerboard_cutout;67,7653;1,0106;68,0320;66,4160;68,8480
circular_motion_blur;76,0807;0,1416;76,1060;76,2400;75,8960
inverse_sparkles;45,1873;0,1732;45,4040;44,9800;45,1780
lines;54,8760;0,1844;55,0900;54,6400;54,8980
pinch_and_twirl;75,3613;0,0924;75,2520;75,3540;75,4780
ripple;64,4720;1,1316;63,2580;64,1760;65,9820
sparkles;68,0900;0,0734;67,9880;68,1580;68,1240
transverse_chromatic_abberation;52,6867;0,2707;52,3660;52,6660;53,0280
Acc_C-all-19;70,8841;0,2529;70,6425;70,7765;71,2334
Acc_C-original-15;70,3596;0,2766;70,0532;70,3023;70,7235
Acc_C-bar-10;61,3949;0,2866;61,5548;60,9924;61,6376
Acc_all-ex-pixelwise-noise-24;68,1468;0,1343;68,0260;68,0804;68,3341
RMSCE_C;0,0553;0,0069;0,0463;0,0565;0,0631
Combined_Noise;70,4300;0,2790;70,1100;70,3900;70,7900
