;config_355_avg;config_355_std;config_355_run_0;config_355_run_1;config_355_run_2
Standard_Acc;81,7000;0,1344;81,8900;81,6100;81,6000
RMSCE;0,0218;0,0047;0,0175;0,0284;0,0196
gaussian_noise;60,7193;0,9998;60,4320;59,6640;62,0620
shot_noise;64,4947;0,9830;64,6320;63,2280;65,6240
impulse_noise;65,0560;1,6079;65,4260;62,9280;66,8140
defocus_blur;76,7787;0,2989;76,6280;76,5120;77,1960
glass_blur;63,5427;0,4561;64,0280;62,9320;63,6680
motion_blur;72,2513;0,3455;72,1560;71,8840;72,7140
zoom_blur;74,3533;0,3686;73,9140;74,3300;74,8160
snow;71,4280;0,6696;72,2860;70,6520;71,3460
frost;71,0940;0,8497;72,0540;69,9880;71,2400
fog;75,1633;0,3163;75,6060;74,8860;74,9980
brightness;80,3093;0,1778;80,3760;80,0660;80,4860
contrast;76,1087;0,3230;76,1500;75,6940;76,4820
elastic_transform;72,2840;0,3466;71,8480;72,3080;72,6960
pixelate;69,9320;0,3664;69,6840;69,6620;70,4500
jpeg_compression;60,4680;0,3837;60,9720;60,3900;60,0420
speckle_noise;65,0947;0,8346;65,2340;64,0100;66,0400
gaussian_blur;74,3013;0,5231;73,9660;73,8980;75,0400
spatter;73,9887;0,3132;74,3840;73,9640;73,6180
saturate;75,9453;0,1239;75,8200;75,9020;76,1140
blue_noise;62,3873;1,0319;63,7040;62,2740;61,1840
brownish_noise;43,9380;0,8662;43,4580;45,1540;43,2020
checkerboard_cutout;67,2747;0,3448;67,3440;67,6580;66,8220
circular_motion_blur;75,4920;0,2059;75,4460;75,7640;75,2660
inverse_sparkles;44,8767;0,8679;46,0780;44,0580;44,4940
lines;55,0273;1,1921;56,5580;54,8740;53,6500
pinch_and_twirl;75,4020;0,0623;75,3940;75,4820;75,3300
ripple;65,1400;0,8084;65,1940;64,1240;66,1020
sparkles;67,8440;0,4301;68,4500;67,4960;67,5860
transverse_chromatic_abberation;52,9940;0,5477;52,5540;52,6620;53,7660
Acc_C-all-19;70,7007;0,4075;70,8208;70,1525;71,1287
Acc_C-original-15;70,2656;0,4348;70,4128;69,6749;70,7089
Acc_C-bar-10;61,0376;0,2829;61,4180;60,9546;60,7402
Acc_all-ex-pixelwise-noise-24;68,1641;0,1738;68,3478;67,9308;68,2135
RMSCE_C;0,0615;0,0049;0,0595;0,0682;0,0568
Combined_Noise;69,5833;0,1837;69,7600;69,3300;69,6600
