;config_556_avg;config_556_std;config_556_run_0;config_556_run_1;config_556_run_2
Standard_Acc;81,1000;0,2903;80,9800;80,8200;81,5000
RMSCE;0,0247;0,0054;0,0214;0,0205;0,0324
gaussian_noise;63,1433;0,5995;62,6160;62,8320;63,9820
shot_noise;66,5227;0,5921;66,1000;66,1080;67,3600
impulse_noise;65,6313;1,1406;65,0440;67,2260;64,6240
defocus_blur;76,2480;0,1585;76,1440;76,1280;76,4720
glass_blur;64,3840;0,2208;64,5280;64,0720;64,5520
motion_blur;72,2100;0,3084;71,8460;72,1840;72,6000
zoom_blur;74,0667;0,3224;73,7020;74,0120;74,4860
snow;71,7627;0,0780;71,6620;71,7740;71,8520
frost;72,0653;0,2339;71,7520;72,1300;72,3140
fog;74,9773;0,0738;74,8740;75,0420;75,0160
brightness;79,5380;0,2079;79,3620;79,4220;79,8300
contrast;75,4313;0,2691;75,0520;75,6480;75,5940
elastic_transform;72,1673;0,2606;71,8020;72,3080;72,3920
pixelate;70,5707;0,4823;69,9500;70,6360;71,1260
jpeg_compression;62,2073;0,0356;62,1940;62,2560;62,1720
speckle_noise;66,7467;0,5412;66,3700;66,3580;67,5120
gaussian_blur;73,8500;0,0651;73,8040;73,8040;73,9420
spatter;73,9860;0,2320;73,7340;73,9300;74,2940
saturate;75,5187;0,1875;75,3000;75,4980;75,7580
blue_noise;61,8027;0,7698;61,3860;62,8820;61,1400
brownish_noise;44,0393;1,4072;43,6320;45,9300;42,5560
checkerboard_cutout;66,0353;0,4475;65,6040;65,8500;66,6520
circular_motion_blur;74,5440;0,0509;74,5080;74,5080;74,6160
inverse_sparkles;46,0333;0,2615;46,0860;45,6900;46,3240
lines;55,1353;0,3698;55,2960;55,4860;54,6240
pinch_and_twirl;75,0313;0,2208;75,1040;74,7320;75,2580
ripple;65,0400;0,6654;64,1160;65,6560;65,3480
sparkles;67,9927;0,2314;68,1400;68,1720;67,6660
transverse_chromatic_abberation;55,2333;0,6844;54,5720;56,1760;54,9520
Acc_C-all-19;71,1067;0,2161;70,8335;71,1246;71,3620
Acc_C-original-15;70,7284;0,2146;70,4419;70,7852;70,9581
Acc_C-bar-10;61,0887;0,2980;60,8444;61,5082;60,9136
Acc_all-ex-pixelwise-noise-24;68,2528;0,1567;68,0318;68,3768;68,3498
RMSCE_C;0,0502;0,0021;0,0472;0,0512;0,0521
Combined_Noise;69,6933;0,3896;69,4800;70,2400;69,3600
