;config_357_avg;config_357_std;config_357_run_0;config_357_run_1;config_357_run_2
Standard_Acc;81,7200;0,1178;81,6000;81,8800;81,6800
RMSCE;0,0209;0,0011;0,0199;0,0204;0,0224
gaussian_noise;58,3513;1,6834;60,6480;56,6600;57,7460
shot_noise;62,4207;1,3410;64,2940;61,2280;61,7400
impulse_noise;64,9953;1,2374;65,4300;63,3100;66,2460
defocus_blur;76,9067;0,0253;76,8940;76,9420;76,8840
glass_blur;62,3340;0,1883;62,0760;62,5200;62,4060
motion_blur;71,3973;0,6008;71,8000;71,8440;70,5480
zoom_blur;74,3093;0,2237;74,1240;74,1800;74,6240
snow;70,5713;0,3407;70,4160;70,2540;71,0440
frost;69,8080;0,4535;70,2800;69,9480;69,1960
fog;75,0720;0,2946;75,0040;75,4620;74,7500
brightness;80,1127;0,0833;80,0960;80,2220;80,0200
contrast;76,2700;0,4229;76,5600;76,5780;75,6720
elastic_transform;71,5333;0,0709;71,6080;71,5540;71,4380
pixelate;66,3140;0,6563;66,7640;66,7920;65,3860
jpeg_compression;59,3280;0,4043;59,5180;59,7000;58,7660
speckle_noise;63,1053;1,0924;64,6280;62,1180;62,5700
gaussian_blur;74,8060;0,0500;74,7420;74,8120;74,8640
spatter;74,0420;0,1690;74,1800;73,8040;74,1420
saturate;75,7227;0,2168;76,0260;75,5320;75,6100
blue_noise;62,8500;0,5629;62,7000;62,2480;63,6020
brownish_noise;43,6973;1,1980;45,3000;42,4200;43,3720
checkerboard_cutout;67,2527;0,7408;67,9540;66,2280;67,5760
circular_motion_blur;75,3513;0,1701;75,4100;75,1200;75,5240
inverse_sparkles;43,0713;0,2637;43,3940;42,7480;43,0720
lines;53,7553;0,6767;53,8580;52,8800;54,5280
pinch_and_twirl;75,0307;0,1185;74,9020;75,0020;75,1880
ripple;63,5287;0,6608;64,4260;63,3060;62,8540
sparkles;67,9487;0,1548;67,7360;68,1000;68,0100
transverse_chromatic_abberation;50,9673;1,4942;52,8320;49,1740;50,8960
Acc_C-all-19;69,8632;0,2861;70,2678;69,6558;69,6659
Acc_C-original-15;69,3149;0,2736;69,7008;69,1463;69,0977
Acc_C-bar-10;60,3453;0,4681;60,8512;59,7226;60,4622
Acc_all-ex-pixelwise-noise-24;67,4638;0,2006;67,7458;67,2967;67,3487
RMSCE_C;0,0630;0,0081;0,0531;0,0729;0,0630
Combined_Noise;68,9700;0,5678;69,7700;68,5100;68,6300
