;config_349_avg;config_349_std;config_349_run_0;config_349_run_1;config_349_run_2
Standard_Acc;82,0367;0,0818;81,9600;82,0000;82,1500
RMSCE;0,0228;0,0023;0,0195;0,0242;0,0247
gaussian_noise;61,6507;0,3032;62,0620;61,3400;61,5500
shot_noise;65,4427;0,5905;66,2520;65,2160;64,8600
impulse_noise;66,8680;0,5456;67,5460;66,2100;66,8480
defocus_blur;77,3360;0,1823;77,5300;77,3860;77,0920
glass_blur;63,0067;0,3038;63,3840;62,6400;62,9960
motion_blur;71,8593;0,0675;71,9040;71,7640;71,9100
zoom_blur;74,4733;0,0713;74,4420;74,5720;74,4060
snow;71,1380;0,3299;71,6020;70,9480;70,8640
frost;70,6980;0,3714;71,2220;70,4040;70,4680
fog;75,5247;0,2475;75,8420;75,4940;75,2380
brightness;80,6847;0,2503;80,3580;80,7300;80,9660
contrast;76,6860;0,2902;77,0220;76,3140;76,7220
elastic_transform;72,0767;0,1065;72,1720;72,1300;71,9280
pixelate;66,4353;1,8128;68,0980;67,2940;63,9140
jpeg_compression;60,0653;0,5618;60,7580;60,0560;59,3820
speckle_noise;65,7700;0,6195;66,6000;65,5980;65,1120
gaussian_blur;75,1953;0,2883;75,5780;75,1260;74,8820
spatter;74,8720;0,0729;74,9100;74,7700;74,9360
saturate;76,1593;0,1405;76,1620;75,9860;76,3300
blue_noise;66,3233;0,3991;65,7640;66,5380;66,6680
brownish_noise;43,4987;1,5091;43,6040;41,6000;45,2920
checkerboard_cutout;68,4000;0,1925;68,4220;68,1540;68,6240
circular_motion_blur;76,0267;0,0827;76,0080;76,1360;75,9360
inverse_sparkles;44,5487;0,3678;44,9580;44,6220;44,0660
lines;54,4413;0,5054;54,0800;54,0880;55,1560
pinch_and_twirl;75,2467;0,0938;75,3320;75,2920;75,1160
ripple;65,8260;0,7382;66,6080;66,0340;64,8360
sparkles;68,3547;0,4371;68,9000;67,8300;68,3340
transverse_chromatic_abberation;52,6033;1,5416;50,5000;54,1520;53,1580
Acc_C-all-19;70,8391;0,2896;71,2339;70,7357;70,5476
Acc_C-original-15;70,2630;0,3084;70,6796;70,1665;69,9429
Acc_C-bar-10;61,5269;0,1360;61,4176;61,4446;61,7186
Acc_all-ex-pixelwise-noise-24;68,1315;0,1260;68,3082;68,0634;68,0230
RMSCE_C;0,0601;0,0046;0,0543;0,0606;0,0654
Combined_Noise;70,5400;0,1951;70,7500;70,5900;70,2800
