;config_565_avg;config_565_std;config_565_run_0;config_565_run_1;config_565_run_2
Standard_Acc;81,4800;0,2454;81,5000;81,1700;81,7700
RMSCE;0,0214;0,0024;0,0222;0,0181;0,0238
gaussian_noise;62,7860;0,5614;63,1820;61,9920;63,1840
shot_noise;66,3953;0,6190;66,8340;65,5200;66,8320
impulse_noise;67,1140;0,4608;67,6660;67,1380;66,5380
defocus_blur;76,4600;0,3404;76,6240;75,9860;76,7700
glass_blur;65,0960;0,5007;65,7940;64,6440;64,8500
motion_blur;73,0467;0,6325;73,1200;72,2380;73,7820
zoom_blur;74,3100;0,1289;74,3500;74,4440;74,1360
snow;72,5407;0,3194;72,8320;72,0960;72,6940
frost;72,8840;0,6351;73,3460;71,9860;73,3200
fog;75,8040;0,3498;76,1080;75,3140;75,9900
brightness;79,8587;0,1650;79,8120;79,6840;80,0800
contrast;76,0333;0,5864;76,5720;75,2180;76,3100
elastic_transform;72,5587;0,1829;72,6860;72,3000;72,6900
pixelate;71,1367;0,3209;71,2280;71,4760;70,7060
jpeg_compression;62,8613;0,5569;63,4460;62,1120;63,0260
speckle_noise;66,8367;0,4334;67,1580;66,2240;67,1280
gaussian_blur;73,9267;0,5160;74,4040;73,2100;74,1660
spatter;74,2700;0,1047;74,4180;74,1940;74,1980
saturate;75,7220;0,1745;75,7920;75,4820;75,8920
blue_noise;62,8693;0,1989;63,0900;62,6080;62,9100
brownish_noise;43,7507;0,7345;44,1700;44,3640;42,7180
checkerboard_cutout;66,8587;0,5905;66,2880;66,6160;67,6720
circular_motion_blur;74,9647;0,5177;75,1760;74,2520;75,4660
inverse_sparkles;48,3773;0,4608;49,0120;47,9320;48,1880
lines;57,0380;0,0581;57,1180;56,9820;57,0140
pinch_and_twirl;75,3987;0,4029;75,8800;74,8940;75,4220
ripple;65,5193;0,4638;64,8800;65,7120;65,9660
sparkles;68,4167;0,3308;68,7260;67,9580;68,5660
transverse_chromatic_abberation;55,0213;1,0164;55,8060;55,6720;53,5860
Acc_C-all-19;71,5600;0,3189;71,8617;71,1188;71,6996
Acc_C-original-15;71,2590;0,3259;71,5733;70,8099;71,3939
Acc_C-bar-10;61,8215;0,1382;62,0146;61,6990;61,7508
Acc_all-ex-pixelwise-noise-24;68,8272;0,2217;69,0662;68,5319;68,8837
RMSCE_C;0,0519;0,0039;0,0473;0,0516;0,0569
Combined_Noise;70,1767;0,5107;70,3600;69,4800;70,6900
