;config_356_avg;config_356_std;config_356_run_0;config_356_run_1;config_356_run_2
Standard_Acc;81,8967;0,1845;81,9200;81,6600;82,1100
RMSCE;0,0255;0,0045;0,0192;0,0297;0,0275
gaussian_noise;62,0167;0,3987;62,5700;61,8340;61,6460
shot_noise;65,5933;0,3275;66,0540;65,4040;65,3220
impulse_noise;64,8520;1,6110;66,0780;65,9020;62,5760
defocus_blur;77,0080;0,0380;77,0160;76,9580;77,0500
glass_blur;63,8353;0,2933;64,2500;63,6340;63,6220
motion_blur;72,5607;0,2895;72,7440;72,1520;72,7860
zoom_blur;74,3720;0,2556;74,7160;74,1040;74,2960
snow;71,7367;0,1732;71,9520;71,5280;71,7300
frost;72,1667;0,1914;72,3020;71,8960;72,3020
fog;75,6840;0,2440;75,6460;75,4060;76,0000
brightness;80,3493;0,1180;80,4120;80,1840;80,4520
contrast;76,4833;0,3911;76,4840;76,0040;76,9620
elastic_transform;72,2893;0,1676;72,3160;72,0720;72,4800
pixelate;69,5833;0,7976;70,4160;69,8260;68,5080
jpeg_compression;61,4173;0,4808;62,0700;61,2560;60,9260
speckle_noise;65,8387;0,3239;66,2480;65,4560;65,8120
gaussian_blur;74,5560;0,1447;74,7380;74,5460;74,3840
spatter;74,6940;0,3050;75,1080;74,3820;74,5920
saturate;75,9327;0,1247;76,0660;75,7660;75,9660
blue_noise;62,9860;0,4523;63,1760;63,4200;62,3620
brownish_noise;43,6120;1,4203;45,5440;43,1220;42,1700
checkerboard_cutout;67,6933;0,5018;68,2360;67,0260;67,8180
circular_motion_blur;75,6267;0,2935;75,7800;75,2160;75,8840
inverse_sparkles;46,1100;0,3760;46,0440;45,6860;46,6000
lines;55,7760;0,4428;56,2360;55,1780;55,9140
pinch_and_twirl;75,2933;0,0374;75,2420;75,3300;75,3080
ripple;65,3593;0,0740;65,4640;65,3060;65,3080
sparkles;68,4027;0,0533;68,3660;68,4780;68,3640
transverse_chromatic_abberation;52,5980;1,8232;54,9120;52,4260;50,4560
Acc_C-all-19;71,1036;0,2322;71,4308;70,9637;70,9164
Acc_C-original-15;70,6632;0,2428;71,0017;70,5440;70,4439
Acc_C-bar-10;61,3457;0,3941;61,9000;61,1188;61,0184
Acc_all-ex-pixelwise-noise-24;68,4642;0,2659;68,8358;68,2284;68,3283
RMSCE_C;0,0568;0,0092;0,0446;0,0668;0,0588
Combined_Noise;70,2900;0,3889;70,5600;70,5700;69,7400
