;config_363_avg;config_363_std;config_363_run_0;config_363_run_1;config_363_run_2
Standard_Acc;81,4400;0,0698;81,4500;81,3500;81,5200
RMSCE;0,0233;0,0028;0,0221;0,0272;0,0206
gaussian_noise;61,5173;0,8748;62,7060;61,2200;60,6260
shot_noise;64,9260;0,7554;65,9420;64,7040;64,1320
impulse_noise;65,5847;0,4733;66,2380;65,3840;65,1320
defocus_blur;76,3593;0,1491;76,5660;76,2920;76,2200
glass_blur;63,5480;0,3766;64,0180;63,5300;63,0960
motion_blur;71,6107;0,3145;71,9640;71,2000;71,6680
zoom_blur;73,6620;0,2389;73,9900;73,4280;73,5680
snow;71,2940;0,1620;71,2460;71,1240;71,5120
frost;70,7647;0,3226;71,1020;70,8620;70,3300
fog;75,1013;0,3043;75,4520;74,7100;75,1420
brightness;79,9473;0,1881;80,1620;79,7040;79,9760
contrast;76,0173;0,2116;76,0260;75,7540;76,2720
elastic_transform;71,5800;0,3426;72,0460;71,2320;71,4620
pixelate;69,3153;1,4038;67,4540;69,6480;70,8440
jpeg_compression;60,4767;0,1261;60,4520;60,6420;60,3360
speckle_noise;65,4647;0,7360;66,4940;65,0840;64,8160
gaussian_blur;73,9293;0,2412;74,2700;73,7740;73,7440
spatter;73,9813;0,1884;74,0140;73,7360;74,1940
saturate;75,5353;0,1089;75,6240;75,3820;75,6000
blue_noise;63,1667;0,2448;63,4980;62,9140;63,0880
brownish_noise;44,3473;1,4886;46,4200;42,9920;43,6300
checkerboard_cutout;66,4713;0,5591;65,6880;66,9560;66,7700
circular_motion_blur;75,3600;0,2984;75,1460;75,1520;75,7820
inverse_sparkles;45,0720;0,8096;46,1820;44,7600;44,2740
lines;54,7407;0,6798;54,2560;54,2640;55,7020
pinch_and_twirl;74,8707;0,4281;75,2740;74,2780;75,0600
ripple;64,5253;1,9989;61,7360;66,3180;65,5220
sparkles;68,0233;0,2246;67,9840;68,3160;67,7700
transverse_chromatic_abberation;52,6113;0,9275;53,6680;52,7560;51,4100
Acc_C-all-19;70,5587;0,1936;70,8298;70,3900;70,4563
Acc_C-original-15;70,1136;0,1742;70,3576;69,9623;70,0211
Acc_C-bar-10;60,9189;0,0485;60,9852;60,8706;60,9008
Acc_all-ex-pixelwise-noise-24;67,8810;0,0703;67,9475;67,7837;67,9118
RMSCE_C;0,0494;0,0044;0,0432;0,0516;0,0533
Combined_Noise;69,7333;0,3442;70,2000;69,6200;69,3800
