;config_6_avg;config_6_std;config_6_run_0;config_6_run_1;config_6_run_2;config_6_run_3;config_6_run_4
Standard_Acc;58,6320;0,4231;58,9000;58,0500;58,7200;58,2700;59,2200
RMSCE;0,0810;0,0024;0,0805;0,0815;0,0849;0,0775;0,0805
gaussian_noise;31,2200;1,8181;33,6000;32,4000;29,2000;29,0000;31,9000
shot_noise;36,8000;1,2313;37,2000;37,4000;37,9000;37,1000;34,4000
impulse_noise;28,7600;1,1465;28,0000;29,1000;27,0000;29,4000;30,3000
defocus_blur;23,0800;1,3378;24,4000;23,5000;22,9000;20,6000;24,0000
glass_blur;15,7000;0,8438;14,6000;16,0000;16,5000;16,6000;14,8000
motion_blur;30,6600;1,4678;32,5000;30,4000;32,2000;28,9000;29,3000
zoom_blur;25,5000;1,1367;27,2000;24,4000;25,7000;24,1000;26,1000
snow;41,4400;1,5108;41,2000;40,4000;40,0000;41,3000;44,3000
frost;43,1400;1,3215;43,9000;41,2000;44,9000;42,1000;43,6000
fog;36,5800;2,0644;37,6000;34,3000;38,3000;33,9000;38,8000
brightness;44,0800;1,3378;43,1000;44,2000;45,4000;42,1000;45,6000
contrast;13,4200;0,8998;13,1000;12,3000;12,9000;14,9000;13,9000
elastic_transform;39,3600;2,6733;42,7000;39,6000;39,8000;34,5000;40,2000
pixelate;46,3600;1,4568;48,6000;44,5000;45,5000;47,4000;45,8000
jpeg_compression;49,4400;2,0451;51,5000;50,3000;47,3000;46,7000;51,4000
speckle_noise;30,0200;1,9742;32,2000;29,8000;28,4000;27,4000;32,3000
gaussian_blur;18,7400;0,9394;19,5000;20,1000;18,6000;17,7000;17,8000
spatter;44,6200;1,1548;43,9000;42,8000;45,7000;44,8000;45,9000
saturate;38,3600;1,1360;37,2000;40,4000;38,5000;37,4000;38,3000
blue_noise_sample;29,8200;1,6461;26,7000;30,3000;29,8000;31,3000;31,0000
brownish_noise;37,4400;1,1808;37,7000;37,8000;36,9000;35,6000;39,2000
caustic_refraction;21,7400;0,9287;23,0000;21,0000;22,3000;20,4000;22,0000
checkerboard_cutout;31,0400;0,7310;30,8000;31,4000;32,0000;31,2000;29,8000
cocentric_sine_waves;20,9200;0,8424;22,3000;20,0000;20,2000;21,4000;20,7000
inverse_sparkles;24,5000;1,3145;26,6000;23,8000;24,7000;22,6000;24,8000
perlin_noise;40,0800;1,7971;37,8000;39,2000;41,1000;39,3000;43,0000
plasma_noise;18,8600;0,6591;18,6000;19,4000;19,5000;17,7000;19,1000
single_frequency_greyscale;16,7800;0,6940;16,3000;16,6000;18,0000;16,0000;17,0000
sparkles;49,8000;0,3033;49,8000;49,6000;50,3000;49,9000;49,4000
Acc_C-all-19;33,5411;0,6748;34,3158;33,3211;33,5105;32,4158;34,1421
Acc_C-original-15;33,7027;0,7197;34,6133;33,3333;33,7000;32,5733;34,2933
Acc_C-bar-10;29,0980;0,3908;28,9600;28,9100;29,4800;28,5400;29,6000
Acc_all-ex-pixelwise-noise-24;32,1517;0,6050;32,6625;31,8000;32,4667;31,1292;32,7000
RMSCE_C;0,2314;0,0053;0,2232;0,2280;0,2375;0,2367;0,2314
Combined_Noise;51,6000;0,4978;52,2650;51,2350;51,8250;50,8500;51,8250
