;config_256_avg
Standard_Acc;73,5000
RMSCE;0,0311
gaussian_noise;31,8820
shot_noise;36,7280
impulse_noise;34,4140
defocus_blur;28,6440
glass_blur;26,5660
motion_blur;38,3100
zoom_blur;33,0900
snow;44,4420
frost;47,9500
fog;44,4420
brightness;56,4460
contrast;21,6080
elastic_transform;44,3680
pixelate;56,9640
jpeg_compression;52,8560
speckle_noise;29,3060
gaussian_blur;29,2140
spatter;48,8440
saturate;50,1860
blue_noise_sample;51,7640
brownish_noise;55,0340
caustic_refraction;34,9920
checkerboard_cutout;46,6280
cocentric_sine_waves;32,1960
inverse_sparkles;31,0000
perlin_noise;59,3520
plasma_noise;29,4700
single_frequency_greyscale;28,5080
sparkles;65,2840
Acc_C-all-19;39,8032
Acc_C-original-15;39,9140
Acc_C-bar-10;43,4228
Acc_all-ex-pixelwise-noise-24;41,9331
RMSCE_C;0,1565
Combined_Noise;58,4200
