;config_251_avg
Standard_Acc;73,5300
RMSCE;0,0385
gaussian_noise;32,3040
shot_noise;36,8560
impulse_noise;33,6340
defocus_blur;27,4560
glass_blur;25,9400
motion_blur;38,3420
zoom_blur;32,0240
snow;45,5200
frost;49,2960
fog;45,5680
brightness;56,9760
contrast;20,7100
elastic_transform;44,8900
pixelate;56,6780
jpeg_compression;52,1460
speckle_noise;29,6960
gaussian_blur;27,8960
spatter;48,9940
saturate;51,0120
blue_noise_sample;51,0100
brownish_noise;54,3360
caustic_refraction;35,1720
checkerboard_cutout;45,7340
cocentric_sine_waves;32,3900
inverse_sparkles;30,8180
perlin_noise;60,7440
plasma_noise;27,4640
single_frequency_greyscale;28,6300
sparkles;64,9580
Acc_C-all-19;39,7862
Acc_C-original-15;39,8893
Acc_C-bar-10;43,1256
Acc_all-ex-pixelwise-noise-24;41,8206
RMSCE_C;0,1706
Combined_Noise;56,7700
