;config_185_avg
Standard_Acc;73,0800
RMSCE;0,0343
gaussian_noise;28,2260
shot_noise;33,6600
impulse_noise;32,2240
defocus_blur;27,1600
glass_blur;24,6360
motion_blur;37,2260
zoom_blur;31,4160
snow;43,9320
frost;47,1880
fog;44,1860
brightness;56,5140
contrast;18,8640
elastic_transform;42,8760
pixelate;56,8340
jpeg_compression;50,9120
speckle_noise;26,9920
gaussian_blur;28,3000
spatter;48,7320
saturate;50,3660
blue_noise_sample;47,9560
brownish_noise;55,3700
caustic_refraction;33,9940
checkerboard_cutout;45,6380
cocentric_sine_waves;28,8640
inverse_sparkles;30,1040
perlin_noise;59,0220
plasma_noise;28,3980
single_frequency_greyscale;26,9040
sparkles;65,1580
Acc_C-all-19;38,4339
Acc_C-original-15;38,3903
Acc_C-bar-10;42,1408
Acc_all-ex-pixelwise-noise-24;40,9414
RMSCE_C;0,1661
Combined_Noise;53,8000
