;config_402_avg;config_402_std;config_402_run_0;config_402_run_1;config_402_run_2;config_402_run_3;config_402_run_4
Standard_Acc;71,1060;0,3326;70,5700;71,1850;71,2800;70,9400;71,5550
RMSCE;0,0186;0,0026;0,0140;0,0177;0,0210;0,0210;0,0191
gaussian_noise;50,9400;2,8232;56,4000;48,4000;50,5000;49,3000;50,1000
shot_noise;55,1600;0,4587;55,8000;55,6000;54,6000;54,9000;54,9000
impulse_noise;52,3400;1,2043;53,8000;51,3000;50,7000;53,5000;52,4000
defocus_blur;56,1600;1,3603;56,2000;54,3000;57,7000;55,0000;57,6000
glass_blur;34,0200;1,3848;31,7000;34,7000;35,9000;33,6000;34,2000
motion_blur;57,8600;2,2544;55,9000;59,9000;60,8000;57,8000;54,9000
zoom_blur;48,9000;0,9778;47,5000;50,3000;48,2000;49,0000;49,5000
snow;60,9200;2,0817;61,4000;59,3000;57,8000;63,0000;63,1000
frost;61,8800;1,2576;63,6000;62,1000;62,6000;61,2000;59,9000
fog;64,1200;1,8280;62,4000;61,8000;65,9000;64,1000;66,4000
brightness;64,2400;1,8184;63,9000;61,8000;65,6000;63,0000;66,9000
contrast;53,2800;1,0962;52,1000;53,7000;52,0000;53,7000;54,9000
elastic_transform;59,9600;1,3381;61,8000;59,9000;57,9000;59,3000;60,9000
pixelate;62,6400;1,4375;64,9000;61,2000;63,3000;62,8000;61,0000
jpeg_compression;64,4200;1,5039;65,5000;65,6000;62,0000;65,7000;63,3000
speckle_noise;51,4600;1,0892;52,7000;51,0000;49,9000;51,0000;52,7000
gaussian_blur;50,0800;2,2754;46,2000;51,4000;48,8000;51,8000;52,2000
spatter;58,9600;1,8608;59,5000;56,1000;58,6000;58,7000;61,9000
saturate;59,8200;1,1426;59,0000;62,0000;59,7000;59,6000;58,8000
blue_noise_sample;52,7800;2,2103;50,2000;50,9000;54,3000;52,3000;56,2000
brownish_noise;54,8000;1,3914;53,6000;56,6000;53,8000;56,4000;53,6000
caustic_refraction;37,2200;2,5592;34,1000;34,2000;38,9000;40,2000;38,7000
checkerboard_cutout;46,1600;1,6824;44,8000;44,9000;49,3000;45,3000;46,5000
cocentric_sine_waves;30,5400;0,9457;29,4000;29,8000;32,0000;31,2000;30,3000
inverse_sparkles;27,5000;1,3755;28,7000;27,4000;27,1000;25,2000;29,1000
perlin_noise;61,2600;1,3410;60,5000;61,6000;63,2000;59,2000;61,8000
plasma_noise;30,9200;1,1686;28,9000;31,0000;30,8000;32,5000;31,4000
single_frequency_greyscale;29,6800;0,9988;28,0000;31,0000;29,3000;30,1000;30,0000
sparkles;62,8600;1,5422;63,1000;62,2000;63,9000;64,8000;60,3000
Acc_C-all-19;56,1663;0,2869;56,3316;55,8105;55,9211;56,1579;56,6105
Acc_C-original-15;56,4560;0,2945;56,8600;55,9933;56,3667;56,3933;56,6667
Acc_C-bar-10;43,3720;0,7479;42,1300;42,9600;44,2600;43,7200;43,7900
Acc_all-ex-pixelwise-noise-24;51,5917;0,3833;50,9458;51,3667;51,8792;51,8000;51,9667
RMSCE_C;0,0950;0,0022;0,0955;0,0963;0,0957;0,0969;0,0907
Combined_Noise;65,1030;0,3193;65,0950;64,7350;64,9800;65,0100;65,6950
