;config_145_avg;config_145_std;config_145_run_0;config_145_run_1;config_145_run_2;config_145_run_3;config_145_run_4
Standard_Acc;72,3920;0,3014;71,9850;72,1300;72,5350;72,4800;72,8300
RMSCE;0,0312;0,0052;0,0291;0,0345;0,0311;0,0228;0,0384
gaussian_noise;34,4800;1,9446;35,6000;34,6000;36,0000;30,7000;35,5000
shot_noise;37,5600;1,9694;38,9000;39,6000;37,7000;33,9000;37,7000
impulse_noise;26,9800;1,2952;28,3000;27,4000;25,6000;28,3000;25,3000
defocus_blur;38,2400;1,5292;39,4000;36,9000;40,2000;36,1000;38,6000
glass_blur;21,5400;1,0190;21,6000;22,5000;22,6000;19,8000;21,2000
motion_blur;48,6200;1,6117;50,1000;47,0000;51,0000;47,5000;47,5000
zoom_blur;36,6000;0,7211;37,3000;35,9000;35,7000;37,5000;36,6000
snow;57,3800;2,1720;56,0000;56,6000;54,5000;60,1000;59,7000
frost;60,0600;0,3878;59,4000;60,0000;60,2000;60,6000;60,1000
fog;59,3000;0,9550;58,2000;59,1000;60,2000;58,4000;60,6000
brightness;58,5600;2,2791;55,4000;56,5000;61,2000;59,0000;60,7000
contrast;33,5000;1,7967;32,3000;35,7000;33,6000;30,8000;35,1000
elastic_transform;54,6000;1,8044;57,1000;51,8000;55,3000;53,5000;55,3000
pixelate;61,8200;0,9724;62,6000;61,2000;62,7000;60,2000;62,4000
jpeg_compression;64,3600;0,9415;65,7000;64,4000;62,9000;63,9000;64,9000
speckle_noise;29,3000;1,3928;29,4000;29,3000;31,5000;27,1000;29,2000
gaussian_blur;27,4800;1,3891;26,7000;28,5000;25,7000;26,9000;29,6000
spatter;58,2200;1,2560;57,0000;56,8000;58,9000;58,2000;60,2000
saturate;54,8800;1,3511;54,3000;56,5000;56,5000;53,5000;53,6000
blue_noise_sample;46,2400;1,9663;43,5000;46,9000;47,8000;44,4000;48,6000
brownish_noise;52,1400;1,4179;50,9000;53,0000;50,8000;51,5000;54,5000
caustic_refraction;35,4400;1,4023;37,2000;33,5000;36,1000;36,3000;34,1000
checkerboard_cutout;38,7400;0,8777;39,3000;38,8000;40,0000;37,5000;38,1000
cocentric_sine_waves;30,5600;1,3124;29,4000;28,6000;31,3000;31,6000;31,9000
inverse_sparkles;26,6600;0,5535;26,7000;25,9000;26,7000;26,4000;27,6000
perlin_noise;59,7800;2,2964;57,6000;57,0000;62,6000;59,5000;62,2000
plasma_noise;20,2800;1,0796;18,8000;19,4000;21,2000;21,7000;20,3000
single_frequency_greyscale;26,9600;1,0557;27,5000;25,6000;27,0000;26,1000;28,6000
sparkles;63,2600;1,1412;65,0000;62,6000;62,5000;64,2000;62,0000
Acc_C-all-19;45,4463;0,5253;45,5421;45,2789;45,8947;44,5263;45,9895
Acc_C-original-15;46,2400;0,5217;46,5267;45,9467;46,6267;45,3533;46,7467
Acc_C-bar-10;40,0060;0,6189;39,5900;39,1300;40,6000;39,9200;40,7900
Acc_all-ex-pixelwise-noise-24;45,3742;0,4886;45,2292;44,7417;45,8083;45,0333;46,0583
RMSCE_C;0,1496;0,0045;0,1465;0,1540;0,1460;0,1455;0,1560
Combined_Noise;55,8450;0,2954;55,7800;55,4350;55,9600;55,7200;56,3300
