;config_485_avg;config_485_std;config_485_run_0;config_485_run_1;config_485_run_2
Standard_Acc;72,9767;0,1603;73,0900;72,7500;73,0900
RMSCE;0,0230;0,0020;0,0202;0,0247;0,0241
gaussian_noise;29,4373;1,0590;28,2640;29,2180;30,8300
shot_noise;34,1373;0,7513;33,1660;34,2500;34,9960
impulse_noise;32,7887;0,6253;32,1120;32,6340;33,6200
defocus_blur;27,4587;0,6501;26,5440;27,9960;27,8360
glass_blur;25,0300;0,9745;24,0320;26,3520;24,7060
motion_blur;37,4920;0,4150;37,0060;38,0200;37,4500
zoom_blur;31,9460;0,5736;31,1680;32,1360;32,5340
snow;44,0280;0,4617;43,4300;44,1000;44,5540
frost;47,1660;0,4438;46,5440;47,4040;47,5500
fog;43,4940;0,8134;42,4860;44,4780;43,5180
brightness;56,1127;0,9206;54,8840;56,3540;57,1000
contrast;20,4993;0,8731;19,2700;21,2140;21,0140
elastic_transform;43,9673;0,7107;43,1800;44,9020;43,8200
pixelate;57,1227;0,4515;57,6280;56,5320;57,2080
jpeg_compression;52,1133;0,3833;51,5760;52,4440;52,3200
speckle_noise;26,8673;0,6200;26,0340;27,0480;27,5200
gaussian_blur;28,5073;0,5117;27,7980;28,7380;28,9860
spatter;48,3080;0,6831;47,8340;47,8160;49,2740
saturate;50,2240;0,6114;49,3660;50,7460;50,5600
blue_noise_sample;50,3087;0,3031;50,6040;49,8920;50,4300
brownish_noise;54,3467;0,3504;53,8560;54,6520;54,5320
caustic_refraction;34,2527;0,8955;33,2120;34,1480;35,3980
checkerboard_cutout;46,4920;0,2737;46,1240;46,7800;46,5720
cocentric_sine_waves;30,7833;1,1867;29,6500;30,2780;32,4220
inverse_sparkles;29,7553;0,3180;29,3480;29,7940;30,1240
perlin_noise;59,0773;0,5866;58,7720;58,5620;59,8980
plasma_noise;28,5240;0,9960;27,6760;29,9220;27,9740
single_frequency_greyscale;28,2140;0,7363;27,2520;28,3500;29,0400
sparkles;64,7567;0,5560;64,0000;64,9500;65,3200
Acc_C-all-19;38,7737;0,5390;38,0169;39,0727;39,2314
Acc_C-original-15;38,8529;0,5430;38,0860;39,2023;39,2704
Acc_C-bar-10;42,6511;0,4615;42,0494;42,7328;43,1710
Acc_all-ex-pixelwise-noise-24;41,2363;0,5046;40,5265;41,5278;41,6546
RMSCE_C;0,1479;0,0046;0,1543;0,1434;0,1461
Combined_Noise;57,2667;0,9141;56,2100;57,1500;58,4400
