;config_114_avg;config_114_std;config_114_run_0;config_114_run_1;config_114_run_2
Standard_Acc;73,1500;0,2135;72,9700;73,0300;73,4500
RMSCE;0,0343;0,0032;0,0377;0,0300;0,0352
gaussian_noise;20,8000;1,0953;19,4240;22,1040;20,8720
shot_noise;25,7193;1,1717;24,2860;27,1560;25,7160
impulse_noise;26,3807;1,2169;24,6640;27,1340;27,3440
defocus_blur;20,7593;0,4479;21,3500;20,2660;20,6620
glass_blur;17,1447;0,3823;16,6040;17,4200;17,4100
motion_blur;28,4973;0,7153;29,2920;27,5580;28,6420
zoom_blur;24,5927;0,7425;25,6240;24,2480;23,9060
snow;34,5860;0,5736;33,9000;34,5540;35,3040
frost;38,3207;0,7484;37,2980;38,5960;39,0680
fog;36,7533;0,3009;36,8900;36,3360;37,0340
brightness;52,2787;0,2063;52,2120;52,0660;52,5580
contrast;15,3800;0,2682;15,0420;15,4000;15,6980
elastic_transform;35,9160;1,1499;37,3420;34,5260;35,8800
pixelate;48,4353;2,3641;45,3120;48,9640;51,0300
jpeg_compression;45,4693;0,6862;45,9940;44,5000;45,9140
speckle_noise;19,7533;0,9683;18,5220;20,8880;19,8500
gaussian_blur;22,0240;0,1364;22,1920;22,0220;21,8580
spatter;45,2447;0,2535;45,0000;45,1400;45,5940
saturate;45,4180;0,4737;45,5800;44,7740;45,9000
blue_noise_sample;45,0527;1,3403;43,1740;46,2100;45,7740
brownish_noise;52,8893;0,2524;52,9920;52,5420;53,1340
caustic_refraction;27,8600;1,0850;29,2940;26,6700;27,6160
checkerboard_cutout;44,2793;0,6766;44,8580;44,6500;43,3300
cocentric_sine_waves;24,4160;0,1635;24,5100;24,1860;24,5520
inverse_sparkles;28,4240;0,2583;28,7840;28,2980;28,1900
perlin_noise;52,1913;0,4038;52,7340;52,0740;51,7660
plasma_noise;26,3507;0,8971;26,3960;25,2300;27,4260
single_frequency_greyscale;21,8620;0,3154;22,1940;21,4380;21,9540
sparkles;63,9273;0,5346;63,4740;63,6300;64,6780
Acc_C-all-19;31,7618;0,2947;31,3962;31,7712;32,1179
Acc_C-original-15;31,4022;0,3214;31,0156;31,3885;31,8025
Acc_C-bar-10;38,7253;0,1644;38,8410;38,4928;38,8420
Acc_all-ex-pixelwise-noise-24;35,5425;0,2446;35,6195;35,2120;35,7960
RMSCE_C;0,2170;0,0063;0,2123;0,2129;0,2259
Combined_Noise;43,2233;0,4698;43,2000;43,8100;42,6600
