;config_52_avg
Standard_Acc;73,7200
RMSCE;0,0261
gaussian_noise;29,0180
shot_noise;35,0920
impulse_noise;32,6680
defocus_blur;39,9260
glass_blur;33,2080
motion_blur;50,6080
zoom_blur;46,6960
snow;45,8900
frost;50,2360
fog;54,2300
brightness;61,7920
contrast;39,5120
elastic_transform;55,3820
pixelate;54,9660
jpeg_compression;58,5360
speckle_noise;28,7000
gaussian_blur;42,9660
spatter;50,2440
saturate;56,0680
blue_noise_sample;53,6680
brownish_noise;57,2580
caustic_refraction;32,8820
checkerboard_cutout;46,2820
cocentric_sine_waves;26,6220
inverse_sparkles;28,4620
perlin_noise;56,8940
plasma_noise;31,7740
single_frequency_greyscale;24,9360
sparkles;63,9840
Acc_C-all-19;45,5652
Acc_C-original-15;45,8507
Acc_C-bar-10;42,2762
Acc_all-ex-pixelwise-noise-24;46,2231
RMSCE_C;0,1454
Combined_Noise;64,6700
