;config_388_avg;config_388_std;config_388_run_0;config_388_run_1;config_388_run_2;config_388_run_3;config_388_run_4
Standard_Acc;71,9850;0,3452;71,3900;72,0000;72,0900;71,9800;72,4650
RMSCE;0,0268;0,0031;0,0283;0,0211;0,0294;0,0290;0,0265
gaussian_noise;49,1800;3,1115;54,4000;47,4000;45,9000;47,2000;51,0000
shot_noise;52,3000;1,5672;54,2000;52,4000;51,9000;49,6000;53,4000
impulse_noise;50,7200;1,8691;53,0000;50,9000;48,0000;49,3000;52,4000
defocus_blur;54,1800;0,6369;54,4000;54,7000;53,7000;54,9000;53,2000
glass_blur;31,2600;1,5344;30,6000;32,5000;33,3000;28,9000;31,0000
motion_blur;57,3200;1,9487;57,4000;58,5000;59,6000;53,8000;57,3000
zoom_blur;49,0400;1,9886;47,9000;51,9000;46,0000;50,0000;49,4000
snow;60,8200;3,6058;58,4000;56,8000;58,8000;63,8000;66,3000
frost;60,9800;0,8280;61,9000;59,5000;61,6000;61,0000;60,9000
fog;64,3800;1,1788;63,4000;62,7000;64,9000;64,9000;66,0000
brightness;64,2200;1,9934;63,8000;62,6000;66,1000;61,7000;66,9000
contrast;54,0000;1,7944;51,1000;54,9000;55,2000;52,8000;56,0000
elastic_transform;59,4600;1,3276;60,8000;58,9000;57,7000;58,7000;61,2000
pixelate;61,7400;1,6057;64,2000;60,7000;61,7000;62,6000;59,5000
jpeg_compression;65,2600;1,2659;66,1000;66,1000;62,8000;66,0000;65,3000
speckle_noise;49,6000;2,0020;48,3000;49,3000;48,9000;48,0000;53,5000
gaussian_blur;47,3400;1,1482;45,3000;47,8000;47,2000;47,6000;48,8000
spatter;59,4800;1,8840;61,0000;56,8000;59,5000;58,1000;62,0000
saturate;59,6600;1,6219;58,1000;62,7000;59,3000;59,7000;58,5000
blue_noise_sample;52,6600;2,9090;50,2000;49,8000;57,4000;51,3000;54,6000
brownish_noise;55,2200;0,9826;55,5000;54,1000;54,1000;56,6000;55,8000
caustic_refraction;36,8800;1,2687;36,2000;34,8000;38,4000;37,8000;37,2000
checkerboard_cutout;46,1200;1,6388;43,0000;47,1000;46,6000;47,7000;46,2000
cocentric_sine_waves;29,7400;2,3053;26,9000;27,3000;32,9000;30,4000;31,2000
inverse_sparkles;27,5800;1,7371;26,6000;28,9000;28,8000;24,6000;29,0000
perlin_noise;59,7400;1,4333;57,8000;59,2000;61,4000;58,9000;61,4000
plasma_noise;31,0000;1,2017;28,6000;31,6000;31,7000;31,5000;31,6000
single_frequency_greyscale;27,4200;1,2671;25,9000;28,6000;29,1000;27,3000;26,2000
sparkles;63,3200;0,8681;62,9000;62,3000;63,1000;64,9000;63,4000
Acc_C-all-19;55,3126;0,6340;55,4895;55,1105;54,8474;54,6632;56,4526
Acc_C-original-15;55,6573;0,6251;56,1067;55,3667;55,1467;55,0133;56,6533
Acc_C-bar-10;42,9680;1,0344;41,3600;42,3700;44,3500;43,1000;43,6600
Acc_all-ex-pixelwise-noise-24;51,0900;0,5105;50,3250;50,8750;51,3958;51,0083;51,8458
RMSCE_C;0,1109;0,0042;0,1166;0,1058;0,1130;0,1127;0,1063
Combined_Noise;65,5910;0,2770;65,3900;65,2700;65,7400;65,5050;66,0500
