;config_482_avg
Standard_Acc;68,6800
RMSCE;0,0425
gaussian_noise;40,8780
shot_noise;43,8520
impulse_noise;43,7540
defocus_blur;44,5720
glass_blur;40,0180
motion_blur;50,8000
zoom_blur;47,0580
snow;47,5640
frost;50,4760
fog;49,5640
brightness;53,3580
contrast;35,9840
elastic_transform;52,2320
pixelate;55,6720
jpeg_compression;55,8040
speckle_noise;38,8240
gaussian_blur;47,2460
spatter;46,8080
saturate;48,9000
blue_noise_sample;56,0580
brownish_noise;52,5020
caustic_refraction;36,6180
checkerboard_cutout;45,4980
cocentric_sine_waves;32,6860
inverse_sparkles;28,0360
perlin_noise;58,0740
plasma_noise;30,8000
single_frequency_greyscale;28,7140
sparkles;61,1360
Acc_C-all-19;47,0192
Acc_C-original-15;47,4391
Acc_C-bar-10;43,0122
Acc_all-ex-pixelwise-noise-24;45,8383
RMSCE_C;0,1240
Combined_Noise;66,7900
