;config_240_avg
Standard_Acc;72,9000
RMSCE;0,0168
gaussian_noise;30,5820
shot_noise;35,2680
impulse_noise;35,1800
defocus_blur;30,7060
glass_blur;25,8940
motion_blur;40,3040
zoom_blur;35,5060
snow;45,1160
frost;47,1180
fog;44,4700
brightness;56,4900
contrast;20,5920
elastic_transform;46,0960
pixelate;57,6420
jpeg_compression;52,4900
speckle_noise;27,8060
gaussian_blur;31,5860
spatter;49,2640
saturate;51,0440
blue_noise_sample;51,1600
brownish_noise;55,2480
caustic_refraction;35,2900
checkerboard_cutout;46,8040
cocentric_sine_waves;31,8380
inverse_sparkles;29,0640
perlin_noise;58,9860
plasma_noise;29,2100
single_frequency_greyscale;28,7840
sparkles;65,2580
Acc_C-all-19;40,1660
Acc_C-original-15;40,2303
Acc_C-bar-10;43,1642
Acc_all-ex-pixelwise-noise-24;42,2833
RMSCE_C;0,1344
Combined_Noise;56,5600
