;config_168_avg
Standard_Acc;62,9700
RMSCE;0,0502
gaussian_noise;38,2640
shot_noise;40,2080
impulse_noise;36,1980
defocus_blur;36,1080
glass_blur;32,9920
motion_blur;42,5980
zoom_blur;37,7360
snow;43,0400
frost;44,4560
fog;42,4580
brightness;48,6740
contrast;24,9080
elastic_transform;44,3880
pixelate;50,6240
jpeg_compression;48,3220
speckle_noise;34,0060
gaussian_blur;37,7260
spatter;42,3300
saturate;44,4860
blue_noise_sample;43,5380
brownish_noise;48,4960
caustic_refraction;33,5800
checkerboard_cutout;38,8240
cocentric_sine_waves;35,4780
inverse_sparkles;25,4020
perlin_noise;54,2680
plasma_noise;27,9860
single_frequency_greyscale;33,3680
sparkles;55,3180
Acc_C-all-19;40,5012
Acc_C-original-15;40,7316
Acc_C-bar-10;39,6258
Acc_all-ex-pixelwise-noise-24;40,5652
RMSCE_C;0,1332
Combined_Noise;53,8200
