;config_272_avg
Standard_Acc;73,6400
RMSCE;0,0401
gaussian_noise;27,2420
shot_noise;32,7540
impulse_noise;29,9760
defocus_blur;24,0420
glass_blur;20,9640
motion_blur;33,2040
zoom_blur;28,5200
snow;39,8040
frost;43,6420
fog;39,5400
brightness;54,3220
contrast;16,9340
elastic_transform;39,5620
pixelate;51,6720
jpeg_compression;49,1560
speckle_noise;26,3280
gaussian_blur;25,4760
spatter;46,6440
saturate;48,3040
blue_noise_sample;48,3400
brownish_noise;55,5340
caustic_refraction;30,8820
checkerboard_cutout;46,5980
cocentric_sine_waves;27,9000
inverse_sparkles;31,6660
perlin_noise;55,4560
plasma_noise;28,7540
single_frequency_greyscale;25,1960
sparkles;65,2360
Acc_C-all-19;35,6887
Acc_C-original-15;35,4223
Acc_C-bar-10;41,5562
Acc_all-ex-pixelwise-noise-24;38,7087
RMSCE_C;0,1997
Combined_Noise;52,6500
