;config_252_avg
Standard_Acc;72,6400
RMSCE;0,0302
gaussian_noise;29,4780
shot_noise;34,7400
impulse_noise;31,5940
defocus_blur;24,3180
glass_blur;24,0980
motion_blur;35,6500
zoom_blur;28,4160
snow;42,7700
frost;46,6320
fog;45,4020
brightness;55,3840
contrast;22,2700
elastic_transform;40,7840
pixelate;56,6840
jpeg_compression;48,9100
speckle_noise;28,2040
gaussian_blur;25,3860
spatter;47,4520
saturate;48,7480
blue_noise_sample;51,1080
brownish_noise;53,2240
caustic_refraction;33,0420
checkerboard_cutout;47,0280
cocentric_sine_waves;31,2280
inverse_sparkles;28,7720
perlin_noise;58,3640
plasma_noise;26,8760
single_frequency_greyscale;27,9440
sparkles;64,1240
Acc_C-all-19;37,7326
Acc_C-original-15;37,8087
Acc_C-bar-10;42,1710
Acc_all-ex-pixelwise-noise-24;40,1461
RMSCE_C;0,1645
Combined_Noise;53,0900
