;config_112_avg;config_112_std;config_112_run_0;config_112_run_1;config_112_run_2
Standard_Acc;73,2600;0,0942;73,3700;73,2700;73,1400
RMSCE;0,0399;0,0051;0,0326;0,0438;0,0433
gaussian_noise;23,1133;0,8590;24,3160;22,6600;22,3640
shot_noise;28,2153;1,1837;29,8760;27,5680;27,2020
impulse_noise;27,3527;1,1213;28,8980;26,2720;26,8880
defocus_blur;21,4913;0,9634;21,9900;22,3400;20,1440
glass_blur;18,8153;0,5104;19,5360;18,4900;18,4200
motion_blur;29,6273;1,1235;30,9980;29,6380;28,2460
zoom_blur;25,3880;1,0457;25,6940;26,4880;23,9820
snow;36,3880;1,2200;37,4740;34,6840;37,0060
frost;40,2180;1,0664;41,5640;38,9560;40,1340
fog;37,1360;0,7186;38,1520;36,6100;36,6460
brightness;52,8247;1,1181;54,3840;52,2720;51,8180
contrast;15,6193;0,2500;15,9720;15,4640;15,4220
elastic_transform;36,9540;0,8594;37,8240;37,2540;35,7840
pixelate;50,1607;1,9918;47,3960;51,0760;52,0100
jpeg_compression;46,9920;0,3299;47,4500;46,8400;46,6860
speckle_noise;22,0567;1,3149;23,7860;21,7840;20,6000
gaussian_blur;22,7600;0,9572;23,3780;23,4940;21,4080
spatter;43,3793;1,6688;45,6720;42,7180;41,7480
saturate;46,0193;0,5436;46,7880;45,6480;45,6220
blue_noise_sample;44,1300;0,1091;44,2740;44,1060;44,0100
brownish_noise;53,1333;1,0118;54,5640;52,3980;52,4380
caustic_refraction;28,6807;0,8274;29,8140;27,8620;28,3660
checkerboard_cutout;44,0240;0,8006;45,1220;43,2360;43,7140
cocentric_sine_waves;25,0147;0,5650;25,1000;24,2840;25,6600
inverse_sparkles;29,4907;0,9271;30,1160;28,1800;30,1760
perlin_noise;52,5320;1,3119;53,6920;50,6980;53,2060
plasma_noise;26,7020;1,0650;28,2040;25,8540;26,0480
single_frequency_greyscale;22,6947;0,4085;23,1120;22,1400;22,8320
sparkles;64,4933;0,2388;64,8220;64,2620;64,3960
Acc_C-all-19;32,8690;0,6433;33,7446;32,6451;32,2174
Acc_C-original-15;32,6864;0,5396;33,4349;32,4408;32,1835
Acc_C-bar-10;39,0895;0,6450;39,8820;38,3020;39,0846
Acc_all-ex-pixelwise-noise-24;36,2724;0,5388;37,0341;35,8703;35,9130
RMSCE_C;0,2189;0,0083;0,2080;0,2207;0,2279
Combined_Noise;45,1700;0,8453;46,1400;45,2900;44,0800
