;config_277_avg
Standard_Acc;72,5700
RMSCE;0,0202
gaussian_noise;30,2020
shot_noise;35,4060
impulse_noise;33,7920
defocus_blur;29,4720
glass_blur;26,6540
motion_blur;40,0700
zoom_blur;34,5580
snow;44,6460
frost;47,7600
fog;44,9540
brightness;56,4880
contrast;21,5120
elastic_transform;44,6100
pixelate;55,8120
jpeg_compression;50,9900
speckle_noise;28,6060
gaussian_blur;30,3500
spatter;48,4960
saturate;50,2480
blue_noise_sample;49,1020
brownish_noise;54,5220
caustic_refraction;35,6400
checkerboard_cutout;45,4680
cocentric_sine_waves;31,5120
inverse_sparkles;29,2780
perlin_noise;59,7040
plasma_noise;29,5320
single_frequency_greyscale;27,7900
sparkles;65,1800
Acc_C-all-19;39,7172
Acc_C-original-15;39,7951
Acc_C-bar-10;42,7728
Acc_all-ex-pixelwise-noise-24;41,8852
RMSCE_C;0,1419
Combined_Noise;55,6900
