;config_189_avg
Standard_Acc;72,8200
RMSCE;0,0255
gaussian_noise;28,9080
shot_noise;34,8200
impulse_noise;31,4380
defocus_blur;29,2360
glass_blur;25,8440
motion_blur;39,9560
zoom_blur;33,8420
snow;46,2500
frost;48,4580
fog;46,9000
brightness;57,9380
contrast;20,8460
elastic_transform;46,6460
pixelate;59,4740
jpeg_compression;54,3120
speckle_noise;27,0120
gaussian_blur;30,0240
spatter;49,4000
saturate;51,9980
blue_noise_sample;48,9840
brownish_noise;54,8860
caustic_refraction;34,2580
checkerboard_cutout;44,4180
cocentric_sine_waves;32,1220
inverse_sparkles;28,5780
perlin_noise;59,1400
plasma_noise;28,5600
single_frequency_greyscale;29,1180
sparkles;64,4820
Acc_C-all-19;40,1738
Acc_C-original-15;40,3245
Acc_C-bar-10;42,4546
Acc_all-ex-pixelwise-noise-24;42,3619
RMSCE_C;0,1541
Combined_Noise;55,9200
