;config_424_avg
Standard_Acc;69,2350
RMSCE;0,0156
gaussian_noise;53,3000
shot_noise;54,1000
impulse_noise;51,1000
defocus_blur;54,9000
glass_blur;32,2000
motion_blur;58,5000
zoom_blur;44,5000
snow;61,7000
frost;61,5000
fog;61,1000
brightness;61,8000
contrast;53,3000
elastic_transform;59,6000
pixelate;63,8000
jpeg_compression;64,6000
speckle_noise;52,7000
gaussian_blur;45,9000
spatter;58,0000
saturate;59,3000
blue_noise_sample;50,8000
brownish_noise;55,1000
caustic_refraction;38,7000
checkerboard_cutout;42,9000
cocentric_sine_waves;34,6000
inverse_sparkles;27,1000
perlin_noise;60,3000
plasma_noise;29,1000
single_frequency_greyscale;33,5000
sparkles;62,7000
Acc_C-all-19;55,3632
Acc_C-original-15;55,7333
Acc_C-bar-10;43,4800
Acc_all-ex-pixelwise-noise-24;51,0292
RMSCE_C;0,0870
Combined_Noise;64,1850
