;config_211_avg
Standard_Acc;56,7200
RMSCE;0,0583
gaussian_noise;20,7680
shot_noise;25,8060
impulse_noise;23,6620
defocus_blur;18,6700
glass_blur;12,7600
motion_blur;26,8040
zoom_blur;20,9180
snow;29,0780
frost;31,3520
fog;32,2480
brightness;48,4820
contrast;13,0540
elastic_transform;32,1400
pixelate;43,2020
jpeg_compression;33,7320
speckle_noise;21,0260
gaussian_blur;19,0440
spatter;40,3400
saturate;43,3180
blue_noise_sample;35,2340
brownish_noise;28,6120
caustic_refraction;23,4320
checkerboard_cutout;32,6400
cocentric_sine_waves;21,0140
inverse_sparkles;15,3800
perlin_noise;42,3900
plasma_noise;12,4000
single_frequency_greyscale;17,7000
sparkles;42,8720
Acc_C-all-19;28,2318
Acc_C-original-15;27,5117
Acc_C-bar-10;27,1674
Acc_all-ex-pixelwise-noise-24;28,3992
RMSCE_C;0,2409
Combined_Noise;43,9500
