;config_241_avg
Standard_Acc;72,9300
RMSCE;0,0301
gaussian_noise;33,3220
shot_noise;37,8240
impulse_noise;35,3700
defocus_blur;30,3620
glass_blur;27,5740
motion_blur;40,0680
zoom_blur;35,1940
snow;45,2080
frost;48,6720
fog;46,4860
brightness;58,4280
contrast;23,6040
elastic_transform;45,3400
pixelate;56,0200
jpeg_compression;51,7140
speckle_noise;30,2060
gaussian_blur;31,5020
spatter;49,7160
saturate;52,1660
blue_noise_sample;50,7960
brownish_noise;56,4640
caustic_refraction;36,1120
checkerboard_cutout;46,5080
cocentric_sine_waves;33,1660
inverse_sparkles;29,8160
perlin_noise;60,5480
plasma_noise;31,0180
single_frequency_greyscale;30,4460
sparkles;64,8360
Acc_C-all-19;40,9882
Acc_C-original-15;41,0124
Acc_C-bar-10;43,9710
Acc_all-ex-pixelwise-noise-24;42,9570
RMSCE_C;0,1493
Combined_Noise;55,5300
