;config_493_avg;config_493_std;config_493_run_0;config_493_run_1;config_493_run_2
Standard_Acc;70,1133;0,1621;69,9400;70,3300;70,0700
RMSCE;0,0182;0,0026;0,0169;0,0157;0,0218
gaussian_noise;30,6567;2,0716;28,1380;33,2120;30,6200
shot_noise;35,5107;1,8346;33,4220;37,8880;35,2220
impulse_noise;32,6493;0,6197;31,7900;33,2280;32,9300
defocus_blur;42,6547;1,1630;43,4940;43,4600;41,0100
glass_blur;34,7300;1,8304;33,1180;37,2900;33,7820
motion_blur;50,1260;1,2999;50,0120;51,7720;48,5940
zoom_blur;47,4287;0,7641;47,7520;48,1600;46,3740
snow;47,2207;1,6097;44,9820;48,6980;47,9820
frost;50,1207;1,3728;48,6280;51,9420;49,7920
fog;50,7680;1,2261;49,4120;52,3820;50,5100
brightness;58,0593;0,2336;58,0880;58,3300;57,7600
contrast;34,8780;0,6233;34,2680;35,7340;34,6320
elastic_transform;53,2613;0,9682;52,2880;54,5820;52,9140
pixelate;53,7393;0,0116;53,7520;53,7420;53,7240
jpeg_compression;55,3307;0,7701;54,5160;56,3640;55,1120
speckle_noise;27,5673;1,9978;25,3560;30,1960;27,1500
gaussian_blur;45,0600;1,1388;46,0860;45,6220;43,4720
spatter;49,4067;0,3615;48,9220;49,7900;49,5080
saturate;52,0713;0,7057;51,4380;53,0560;51,7200
blue_noise_sample;50,8960;0,7906;49,9680;50,8200;51,9000
brownish_noise;55,3980;0,3957;55,3520;55,9040;54,9380
caustic_refraction;37,6407;1,2934;36,0920;39,2580;37,5720
checkerboard_cutout;49,8807;0,3495;50,0920;49,3880;50,1620
cocentric_sine_waves;29,9447;1,6746;27,7780;30,2000;31,8560
inverse_sparkles;29,6067;0,8441;28,5320;29,6940;30,5940
perlin_noise;59,0127;1,0420;57,6440;60,1700;59,2240
plasma_noise;33,4407;1,0119;32,8580;34,8640;32,6000
single_frequency_greyscale;26,0440;0,9885;24,6460;26,7440;26,7420
sparkles;62,7060;1,0144;61,3180;63,7140;63,0860
Acc_C-all-19;44,8021;0,9147;43,9717;46,0762;44,3583
Acc_C-original-15;45,1423;0,9474;44,2440;46,4523;44,7305
Acc_C-bar-10;43,4570;0,7326;42,4280;44,0756;43,8674
Acc_all-ex-pixelwise-noise-24;46,1887;0,6919;45,4612;47,1192;45,9858
RMSCE_C;0,1149;0,0130;0,1281;0,0972;0,1195
Combined_Noise;64,0267;0,4043;63,5400;64,5300;64,0100
