;config_170_avg
Standard_Acc;61,1000
RMSCE;0,0535
gaussian_noise;37,2300
shot_noise;38,4580
impulse_noise;35,3080
defocus_blur;37,9380
glass_blur;35,0480
motion_blur;44,3660
zoom_blur;39,3020
snow;43,2780
frost;44,7560
fog;42,7500
brightness;48,0020
contrast;26,1940
elastic_transform;45,0880
pixelate;49,5980
jpeg_compression;48,7240
speckle_noise;31,5760
gaussian_blur;39,2300
spatter;42,2000
saturate;44,3740
blue_noise_sample;42,7220
brownish_noise;47,2040
caustic_refraction;34,0920
checkerboard_cutout;37,4420
cocentric_sine_waves;35,0600
inverse_sparkles;24,4920
perlin_noise;53,5420
plasma_noise;27,0620
single_frequency_greyscale;35,1260
sparkles;53,3100
Acc_C-all-19;40,7063
Acc_C-original-15;41,0693
Acc_C-bar-10;39,0052
Acc_all-ex-pixelwise-noise-24;40,7574
RMSCE_C;0,1261
Combined_Noise;52,6400
