;config_171_avg
Standard_Acc;59,6200
RMSCE;0,0542
gaussian_noise;35,7840
shot_noise;37,6560
impulse_noise;33,9320
defocus_blur;37,8920
glass_blur;35,7480
motion_blur;43,9720
zoom_blur;39,7580
snow;42,5640
frost;44,1300
fog;42,0780
brightness;47,8080
contrast;27,2960
elastic_transform;44,1000
pixelate;48,5640
jpeg_compression;47,4100
speckle_noise;31,7480
gaussian_blur;39,3620
spatter;41,2600
saturate;44,0840
blue_noise_sample;41,6700
brownish_noise;47,1740
caustic_refraction;33,3000
checkerboard_cutout;36,1360
cocentric_sine_waves;35,3320
inverse_sparkles;23,9700
perlin_noise;52,3660
plasma_noise;28,2040
single_frequency_greyscale;35,5200
sparkles;52,4200
Acc_C-all-19;40,2708
Acc_C-original-15;40,5795
Acc_C-bar-10;38,6092
Acc_all-ex-pixelwise-noise-24;40,4353
RMSCE_C;0,1202
Combined_Noise;50,0100
