;config_188_avg
Standard_Acc;72,3200
RMSCE;0,0284
gaussian_noise;28,8640
shot_noise;34,7340
impulse_noise;30,0900
defocus_blur;27,0740
glass_blur;26,1580
motion_blur;37,6140
zoom_blur;31,4020
snow;45,5000
frost;48,7700
fog;45,5760
brightness;55,9780
contrast;19,8320
elastic_transform;44,4460
pixelate;57,8060
jpeg_compression;52,5620
speckle_noise;26,6160
gaussian_blur;27,7640
spatter;48,0020
saturate;51,1440
blue_noise_sample;48,2260
brownish_noise;53,5740
caustic_refraction;35,9580
checkerboard_cutout;44,8980
cocentric_sine_waves;33,0460
inverse_sparkles;30,4620
perlin_noise;59,3080
plasma_noise;27,0440
single_frequency_greyscale;29,1600
sparkles;64,5940
Acc_C-all-19;38,9438
Acc_C-original-15;39,0937
Acc_C-bar-10;42,6270
Acc_all-ex-pixelwise-noise-24;41,5697
RMSCE_C;0,1521
Combined_Noise;55,1200
