;config_547_avg;config_547_std;config_547_run_0;config_547_run_1;config_547_run_2
Standard_Acc;74,0000;0,6495;73,1300;74,1800;74,6900
RMSCE;0,0332;0,0008;0,0337;0,0339;0,0320
gaussian_noise;35,9347;3,2658;40,4460;34,5360;32,8220
shot_noise;40,2640;2,6547;43,9920;38,7840;38,0160
impulse_noise;40,4880;5,5379;48,1200;38,1940;35,1500
defocus_blur;48,4533;2,2102;50,5520;45,3980;49,4100
glass_blur;39,7487;0,6026;39,9200;38,9400;40,3860
motion_blur;55,5820;0,4069;56,1140;55,1260;55,5060
zoom_blur;51,0067;1,1378;52,0660;49,4280;51,5260
snow;50,7293;1,9179;48,0880;51,5160;52,5840
frost;53,8307;1,0016;52,9620;53,2960;55,2340
fog;56,3227;1,3390;54,6140;56,4700;57,8840
brightness;62,0633;0,1775;61,9260;61,9500;62,3140
contrast;40,5107;2,4274;37,2460;41,2240;43,0620
elastic_transform;57,4753;0,8492;56,7120;57,0540;58,6600
pixelate;59,2300;0,3397;58,9720;59,7100;59,0080
jpeg_compression;59,9373;0,5221;59,4380;59,7160;60,6580
speckle_noise;33,3447;3,5974;38,4000;31,3120;30,3220
gaussian_blur;51,0953;2,1061;52,9720;48,1540;52,1600
spatter;53,0920;0,2434;53,1420;53,3620;52,7720
saturate;57,1093;0,7179;56,5400;56,6660;58,1220
blue_noise_sample;58,6320;1,5851;60,7360;56,9100;58,2500
brownish_noise;57,3873;0,5756;58,1480;56,7560;57,2580
caustic_refraction;39,1020;1,4179;37,0980;40,0420;40,1660
checkerboard_cutout;49,2593;0,1392;49,4560;49,1540;49,1680
cocentric_sine_waves;31,7520;0,3989;31,3160;32,2800;31,6600
inverse_sparkles;28,2380;0,9385;26,9580;28,5740;29,1820
perlin_noise;62,0980;1,4035;60,3160;62,2320;63,7460
plasma_noise;33,4193;1,0355;34,7020;32,1660;33,3900
single_frequency_greyscale;29,5100;1,3027;27,6720;30,5380;30,3200
sparkles;66,0247;0,4650;65,3960;66,5060;66,1720
Acc_C-all-19;49,8009;0,6748;50,6433;48,9914;49,7682
Acc_C-original-15;50,1051;0,5404;50,7445;49,4228;50,1480
Acc_C-bar-10;45,5423;0,3073;45,1798;45,5158;45,9312
Acc_all-ex-pixelwise-noise-24;49,7074;0,5161;49,2636;49,4274;50,4312
RMSCE_C;0,1222;0,0057;0,1143;0,1248;0,1274
Combined_Noise;68,8800;1,6789;71,2500;67,8200;67,5700
