;config_209_avg
Standard_Acc;53,3500
RMSCE;0,0878
gaussian_noise;14,7540
shot_noise;19,0900
impulse_noise;18,2300
defocus_blur;20,9180
glass_blur;12,9140
motion_blur;28,0500
zoom_blur;23,5900
snow;27,8480
frost;30,5100
fog;31,1780
brightness;44,2600
contrast;13,1980
elastic_transform;31,8180
pixelate;36,3900
jpeg_compression;33,5440
speckle_noise;14,5940
gaussian_blur;21,7320
spatter;37,3200
saturate;40,8980
blue_noise_sample;34,2440
brownish_noise;26,2360
caustic_refraction;21,2280
checkerboard_cutout;28,9300
cocentric_sine_waves;18,4220
inverse_sparkles;13,9680
perlin_noise;38,5280
plasma_noise;11,1820
single_frequency_greyscale;14,9240
sparkles;39,7880
Acc_C-all-19;26,3598
Acc_C-original-15;25,7528
Acc_C-bar-10;24,7450
Acc_all-ex-pixelwise-noise-24;26,9739
RMSCE_C;0,2474
Combined_Noise;39,5900
