;config_276_avg
Standard_Acc;72,0600
RMSCE;0,0237
gaussian_noise;33,2620
shot_noise;36,8680
impulse_noise;36,3880
defocus_blur;27,5340
glass_blur;24,0080
motion_blur;36,2800
zoom_blur;31,9800
snow;40,2180
frost;43,6580
fog;40,2960
brightness;54,4320
contrast;20,0380
elastic_transform;40,3520
pixelate;54,7320
jpeg_compression;49,3920
speckle_noise;31,0400
gaussian_blur;28,8940
spatter;46,9600
saturate;47,8880
blue_noise_sample;49,3340
brownish_noise;54,3700
caustic_refraction;31,7300
checkerboard_cutout;47,1820
cocentric_sine_waves;31,1620
inverse_sparkles;28,5560
perlin_noise;56,3780
plasma_noise;28,9840
single_frequency_greyscale;27,1960
sparkles;63,5620
Acc_C-all-19;38,1168
Acc_C-original-15;37,9625
Acc_C-bar-10;41,8454
Acc_all-ex-pixelwise-noise-24;39,8242
RMSCE_C;0,1401
Combined_Noise;55,6200
