;config_335_avg;config_335_std;config_335_run_0;config_335_run_1;config_335_run_2
Standard_Acc;59,0983;0,2852;59,2950;59,3050;58,6950
RMSCE;0,0362;0,0080;0,0406;0,0250;0,0431
gaussian_noise;44,2333;1,2815;46,0000;43,7000;43,0000
shot_noise;46,2667;0,5735;45,6000;47,0000;46,2000
impulse_noise;43,5000;2,0928;41,1000;46,2000;43,2000
defocus_blur;48,4667;1,1116;50,0000;48,0000;47,4000
glass_blur;23,3333;0,8807;23,8000;24,1000;22,1000
motion_blur;43,1333;1,7211;44,4000;44,3000;40,7000
zoom_blur;35,2333;2,2291;37,1000;36,5000;32,1000
snow;47,9000;2,4590;51,2000;47,2000;45,3000
frost;48,8667;1,5370;50,1000;46,7000;49,8000
fog;52,3000;1,1576;50,7000;53,4000;52,8000
brightness;52,9333;1,5456;52,1000;51,6000;55,1000
contrast;45,4667;1,3474;43,8000;45,5000;47,1000
elastic_transform;48,6667;2,1045;51,0000;49,1000;45,9000
pixelate;51,4667;2,4931;54,6000;48,5000;51,3000
jpeg_compression;42,5000;1,8547;44,1000;43,5000;39,9000
speckle_noise;43,0000;1,4306;41,2000;44,7000;43,1000
gaussian_blur;41,2333;0,4028;41,0000;40,9000;41,8000
spatter;48,1667;1,4727;49,9000;46,3000;48,3000
saturate;52,1333;0,5735;52,8000;52,2000;51,4000
blue_noise_sample;43,3667;0,7542;43,9000;43,9000;42,3000
brownish_noise;36,8333;1,0530;37,2000;37,9000;35,4000
caustic_refraction;27,8667;1,1898;29,4000;26,5000;27,7000
checkerboard_cutout;33,8000;0,4320;33,4000;34,4000;33,6000
cocentric_sine_waves;22,1333;1,5797;23,3000;19,9000;23,2000
inverse_sparkles;17,0333;0,1700;17,2000;16,8000;17,1000
perlin_noise;48,4000;1,2961;49,0000;46,6000;49,6000
plasma_noise;17,7333;0,2625;17,6000;17,5000;18,1000
single_frequency_greyscale;21,0667;0,2357;21,4000;20,9000;20,9000
sparkles;48,6667;0,5437;48,5000;49,4000;48,1000
Acc_C-all-19;45,2000;0,5162;45,8158;45,2316;44,5526
Acc_C-original-15;44,9511;0,6469;45,7067;45,0200;44,1267
Acc_C-bar-10;31,6900;0,2968;32,0900;31,3800;31,6000
Acc_all-ex-pixelwise-noise-24;39,8056;0,5406;40,5667;39,4875;39,3625
RMSCE_C;0,1291;0,0095;0,1265;0,1190;0,1419
Combined_Noise;53,3350;0,2652;53,1400;53,7100;53,1550
