;config_213_avg;config_213_std;config_213_run_0;config_213_run_1;config_213_run_2
Standard_Acc;57,2267;0,6214;57,1800;58,0100;56,4900
RMSCE;0,0623;0,0058;0,0548;0,0633;0,0689
gaussian_noise;20,3033;1,0279;20,2240;21,6000;19,0860
shot_noise;25,4360;0,8270;24,9520;26,6000;24,7560
impulse_noise;23,2113;0,8275;23,0600;24,2920;22,2820
defocus_blur;20,6153;1,6298;18,9920;20,0100;22,8440
glass_blur;15,6887;1,2230;14,5160;15,1740;17,3760
motion_blur;29,6873;1,9974;27,6200;29,0540;32,3880
zoom_blur;23,2240;1,7607;21,7040;22,2760;25,6920
snow;33,6173;0,9022;32,4060;33,8760;34,5700
frost;36,8133;1,3732;34,8780;37,6420;37,9200
fog;38,0620;1,9753;35,5640;38,2280;40,3940
brightness;52,8047;0,9872;51,4340;53,7200;53,2600
contrast;15,6587;1,0207;14,4400;15,5980;16,9380
elastic_transform;35,4760;2,2423;33,0780;34,8780;38,4720
pixelate;48,7167;0,7629;47,6640;49,0380;49,4480
jpeg_compression;39,1980;1,8174;36,6600;40,1160;40,8180
speckle_noise;20,0560;0,8665;19,8860;21,1920;19,0900
gaussian_blur;21,2600;1,4287;19,7820;20,8060;23,1920
spatter;42,4460;0,3012;42,0200;42,6560;42,6620
saturate;47,3300;0,6902;46,3680;47,9540;47,6680
blue_noise_sample;34,0320;1,3965;35,7800;33,9540;32,3620
brownish_noise;26,6620;0,8250;26,3920;27,7800;25,8140
caustic_refraction;24,9940;0,3133;24,7460;24,8000;25,4360
checkerboard_cutout;32,6707;0,4995;33,0660;32,9800;31,9660
cocentric_sine_waves;21,7233;0,6885;22,4040;21,9860;20,7800
inverse_sparkles;14,8567;0,2085;15,1040;14,8720;14,5940
perlin_noise;44,9180;0,5785;44,1520;45,0520;45,5500
plasma_noise;11,3413;0,3886;11,6300;11,6020;10,7920
single_frequency_greyscale;18,9227;0,6429;19,4040;19,3500;18,0140
sparkles;42,8087;0,2208;42,5000;43,0040;42,9220
Acc_C-all-19;31,0318;0,9561;29,7499;31,3005;32,0451
Acc_C-original-15;30,5675;1,0762;29,1461;30,8068;31,7496
Acc_C-bar-10;27,2929;0,3324;27,5178;27,5380;26,8230
Acc_all-ex-pixelwise-noise-24;30,8123;0,7364;29,8552;30,9355;31,6462
RMSCE_C;0,2289;0,0050;0,2227;0,2291;0,2350
Combined_Noise;43,3200;1,1827;43,8100;44,4600;41,6900
