;config_386_avg;config_386_std;config_386_run_0;config_386_run_1;config_386_run_2;config_386_run_3;config_386_run_4
Standard_Acc;77,5200;6,3386;85,1800;85,3750;72,0350;72,2550;72,7550
RMSCE;0,0363;0,0132;0,0526;0,0519;0,0244;0,0288;0,0235
gaussian_noise;49,8600;3,8056;56,9000;50,8000;47,5000;46,5000;47,6000
shot_noise;54,3600;3,8072;60,6000;56,9000;52,1000;50,5000;51,7000
impulse_noise;51,7400;5,7106;58,6000;58,3000;44,5000;47,8000;49,5000
defocus_blur;56,7000;3,8168;63,2000;58,8000;53,6000;54,8000;53,1000
glass_blur;30,9600;2,0343;32,4000;34,0000;30,7000;28,4000;29,3000
motion_blur;60,0600;4,5614;65,0000;65,6000;58,0000;58,0000;53,7000
zoom_blur;50,9400;3,4696;54,6000;55,2000;46,2000;50,1000;48,6000
snow;65,2200;4,9753;70,2000;70,8000;57,6000;62,1000;65,4000
frost;65,5600;4,9399;70,3000;72,7000;62,0000;62,2000;60,6000
fog;69,5600;4,5071;75,0000;74,9000;66,7000;64,2000;67,0000
brightness;68,9800;6,0128;75,0000;76,6000;66,6000;60,4000;66,3000
contrast;57,0600;3,6031;60,3000;62,2000;53,6000;53,2000;56,0000
elastic_transform;62,9400;4,8915;70,1000;67,6000;59,0000;58,8000;59,2000
pixelate;65,1400;5,9291;72,3000;72,5000;60,4000;60,1000;60,4000
jpeg_compression;69,8000;6,5428;77,0000;78,3000;62,3000;65,9000;65,5000
speckle_noise;51,0200;4,0970;55,2000;56,4000;48,2000;45,8000;49,5000
gaussian_blur;48,2000;1,8055;50,1000;50,4000;45,7000;47,0000;47,8000
spatter;64,3600;5,2827;72,0000;69,1000;61,6000;58,0000;61,1000
saturate;63,8000;5,4882;68,5000;72,2000;59,3000;58,9000;60,1000
blue_noise_sample;55,3400;3,0236;57,5000;60,1000;54,1000;51,9000;53,1000
brownish_noise;59,1800;4,6240;63,6000;65,9000;56,1000;55,5000;54,8000
caustic_refraction;37,7400;1,9986;40,7000;38,4000;35,0000;38,5000;36,1000
checkerboard_cutout;50,0200;4,2471;54,1000;56,2000;46,9000;46,7000;46,2000
cocentric_sine_waves;31,3600;1,4319;32,6000;33,0000;31,8000;30,1000;29,3000
inverse_sparkles;28,4000;2,7254;31,3000;30,4000;27,8000;23,5000;29,0000
perlin_noise;64,5800;4,2059;70,2000;69,1000;60,6000;60,6000;62,4000
plasma_noise;31,7400;1,7270;32,2000;34,1000;30,8000;32,6000;29,0000
single_frequency_greyscale;28,8200;2,6392;31,5000;32,2000;25,5000;28,3000;26,6000
sparkles;68,0400;5,4679;74,9000;74,2000;62,4000;66,0000;62,7000
Acc_C-all-19;58,2242;4,2713;63,5421;63,3316;54,5053;54,3526;55,3895
Acc_C-original-15;58,5920;4,3379;64,1000;63,6800;54,7200;54,8667;55,5933
Acc_C-bar-10;45,5220;2,9373;48,8600;49,3600;43,1000;43,3700;42,9200
Acc_all-ex-pixelwise-noise-24;54,1317;3,7999;58,6292;58,9333;50,8417;50,9958;51,2583
RMSCE_C;0,1037;0,0107;0,0900;0,0913;0,1117;0,1113;0,1141
Combined_Noise;70,2220;5,6649;77,1350;77,1750;65,3350;65,4800;65,9850
