;config_370_avg;config_370_std;config_370_run_0;config_370_run_1;config_370_run_2;config_370_run_3;config_370_run_4
Standard_Acc;81,2600;7,3932;87,2350;87,1150;87,5300;71,8950;72,5250
RMSCE;0,0500;0,0151;0,0601;0,0641;0,0624;0,0324;0,0308
gaussian_noise;50,3400;3,5285;51,2000;52,5000;55,3000;45,9000;46,8000
shot_noise;56,0600;4,1355;56,3000;58,8000;62,0000;50,4000;52,8000
impulse_noise;54,5200;3,8799;56,1000;59,6000;56,8000;49,1000;51,0000
defocus_blur;57,5400;4,2528;64,2000;60,4000;56,2000;54,6000;52,3000
glass_blur;32,2800;2,6018;36,9000;31,5000;33,0000;30,7000;29,3000
motion_blur;61,1600;5,6155;66,9000;65,9000;63,7000;57,0000;52,3000
zoom_blur;53,5800;3,9020;57,8000;55,7000;56,4000;50,4000;47,6000
snow;66,2800;4,0622;70,6000;69,9000;67,9000;60,4000;62,6000
frost;67,6200;6,0532;71,6000;72,4000;73,6000;60,0000;60,5000
fog;72,8600;5,8442;74,9000;78,2000;79,3000;65,2000;66,7000
brightness;73,1000;6,4743;78,0000;77,3000;79,5000;63,5000;67,2000
contrast;57,3000;3,9197;59,1000;61,6000;60,6000;52,5000;52,7000
elastic_transform;65,6800;4,7080;71,8000;68,2000;68,1000;60,1000;60,2000
pixelate;69,0000;5,8818;76,0000;73,2000;71,8000;61,5000;62,5000
jpeg_compression;73,3000;6,8661;79,8000;79,4000;77,4000;64,9000;65,0000
speckle_noise;51,9200;4,0794;51,7000;55,7000;56,9000;45,7000;49,6000
gaussian_blur;50,3800;2,6528;51,7000;54,8000;49,4000;48,9000;47,1000
spatter;66,5400;5,6244;71,6000;68,1000;72,8000;58,1000;62,1000
saturate;66,7200;5,9199;70,7000;72,4000;71,5000;59,6000;59,4000
blue_noise_sample;57,9800;5,6467;59,3000;59,9000;66,9000;51,4000;52,4000
brownish_noise;61,8400;5,0745;66,5000;65,7000;65,7000;56,2000;55,1000
caustic_refraction;37,2000;2,5227;39,7000;34,0000;40,1000;37,6000;34,6000
checkerboard_cutout;51,9800;5,3267;54,3000;57,7000;56,7000;45,8000;45,4000
cocentric_sine_waves;32,0800;3,1777;31,7000;34,3000;36,9000;28,7000;28,8000
inverse_sparkles;30,7400;2,5001;32,9000;33,3000;31,8000;26,8000;28,9000
perlin_noise;66,0200;5,7614;70,7000;69,8000;71,6000;58,8000;59,2000
plasma_noise;33,5800;3,3600;36,0000;33,4000;38,5000;30,6000;29,4000
single_frequency_greyscale;29,3000;3,1774;29,3000;33,1000;32,3000;27,3000;24,5000
sparkles;70,8600;5,9021;75,6000;75,2000;76,1000;64,9000;62,5000
Acc_C-all-19;60,3253;4,4331;64,0474;63,9789;63,8000;54,6579;55,1421
Acc_C-original-15;60,7080;4,5107;64,7467;64,3067;64,1067;55,0800;55,3000
Acc_C-bar-10;47,1580;3,9264;49,6000;49,6400;51,6600;42,8100;42,0800
Acc_all-ex-pixelwise-noise-24;56,1225;4,3233;59,9292;59,3958;59,6208;51,0042;50,6625
RMSCE_C;0,1040;0,0124;0,0942;0,0933;0,0941;0,1203;0,1180
Combined_Noise;73,3040;6,4616;77,9050;78,4600;79,3300;65,1450;65,6800
