;config_421_avg;config_421_std;config_421_run_0;config_421_run_1;config_421_run_2;config_421_run_3;config_421_run_4
Standard_Acc;70,3750;0,3273;69,9350;70,1150;70,3450;70,6800;70,8000
RMSCE;0,0163;0,0052;0,0226;0,0124;0,0199;0,0083;0,0180
gaussian_noise;52,0800;2,6011;55,0000;50,1000;50,2000;49,6000;55,5000
shot_noise;54,7200;0,7782;54,1000;55,4000;55,4000;53,5000;55,2000
impulse_noise;52,5000;1,5113;52,1000;52,5000;49,9000;54,0000;54,0000
defocus_blur;56,4800;1,4077;58,2000;54,7000;58,0000;56,2000;55,3000
glass_blur;33,6400;1,4975;36,1000;31,8000;34,1000;33,8000;32,4000
motion_blur;58,0400;1,4235;58,8000;57,7000;59,9000;58,2000;55,6000
zoom_blur;48,0000;1,2586;49,2000;48,0000;45,6000;48,6000;48,6000
snow;61,1000;2,7247;62,5000;59,4000;57,0000;61,6000;65,0000
frost;61,4400;1,5305;63,0000;59,4000;62,8000;62,2000;59,8000
fog;62,8600;2,0106;60,7000;60,6000;64,4000;62,9000;65,7000
brightness;63,5600;1,8747;62,3000;62,1000;65,2000;61,8000;66,4000
contrast;53,9200;0,8998;52,9000;53,9000;53,1000;54,3000;55,4000
elastic_transform;59,4000;1,1437;61,4000;59,1000;57,9000;59,0000;59,6000
pixelate;62,7000;0,9165;64,0000;61,2000;62,8000;63,1000;62,4000
jpeg_compression;63,7200;1,5250;64,2000;65,9000;61,5000;64,4000;62,6000
speckle_noise;51,1000;2,3588;50,9000;51,9000;46,8000;52,0000;53,9000
gaussian_blur;50,8800;1,6265;48,1000;51,2000;50,4000;53,0000;51,7000
spatter;59,1000;0,5933;58,8000;58,6000;60,0000;58,5000;59,6000
saturate;59,8800;1,9457;60,9000;63,1000;59,2000;57,5000;58,7000
blue_noise_sample;51,2800;1,7859;49,9000;52,0000;51,0000;49,2000;54,3000
brownish_noise;54,2800;1,2624;52,4000;55,6000;54,8000;55,4000;53,2000
caustic_refraction;38,0400;2,1722;38,5000;34,3000;38,2000;41,1000;38,1000
checkerboard_cutout;45,6600;1,1056;45,5000;46,9000;46,5000;45,7000;43,7000
cocentric_sine_waves;31,6400;0,9047;32,6000;30,6000;32,1000;32,4000;30,5000
inverse_sparkles;26,6000;1,2822;28,3000;26,8000;27,2000;24,4000;26,3000
perlin_noise;60,8000;1,0881;61,4000;59,4000;62,4000;59,8000;61,0000
plasma_noise;29,5200;1,4218;27,8000;29,1000;30,2000;31,9000;28,6000
single_frequency_greyscale;30,3400;0,8040;31,1000;31,2000;29,2000;30,6000;29,6000
sparkles;62,3600;1,7408;63,7000;60,5000;63,5000;64,1000;60,0000
Acc_C-all-19;56,0589;0,4759;56,4842;55,6105;55,4842;56,0105;56,7053
Acc_C-original-15;56,2773;0,5875;56,9667;55,4533;55,8533;56,2133;56,9000
Acc_C-bar-10;43,0520;0,4057;43,1200;42,6400;43,5100;43,4600;42,5300
Acc_all-ex-pixelwise-noise-24;51,4150;0,3232;51,7667;50,8792;51,5000;51,6875;51,2417
RMSCE_C;0,0941;0,0043;0,0969;0,0936;0,0957;0,0862;0,0982
Combined_Noise;64,4070;0,4576;63,8250;64,1750;64,2000;65,1300;64,7050
