;config_551_avg;config_551_std;config_551_run_0;config_551_run_1;config_551_run_2
Standard_Acc;73,6100;0,4473;73,0000;74,0600;73,7700
RMSCE;0,0318;0,0055;0,0355;0,0240;0,0358
gaussian_noise;38,0167;1,2769;39,1760;38,6360;36,2380
shot_noise;42,0640;0,6018;42,7960;42,0740;41,3220
impulse_noise;41,4047;1,1224;42,1180;42,2760;39,8200
defocus_blur;49,2673;0,9655;50,4140;48,0520;49,3360
glass_blur;40,8840;1,7151;43,2000;39,1020;40,3500
motion_blur;55,6033;0,5165;56,3260;55,1500;55,3340
zoom_blur;51,0647;0,4040;51,6260;50,6920;50,8760
snow;50,6380;0,3721;50,9420;50,1140;50,8580
frost;54,1980;0,4696;54,2560;53,5960;54,7420
fog;55,8633;0,3719;56,2680;55,9520;55,3700
brightness;62,1660;0,2160;61,8620;62,2920;62,3440
contrast;41,1100;0,8297;42,0100;41,3120;40,0080
elastic_transform;57,6273;0,2993;57,9820;57,2500;57,6500
pixelate;59,5340;0,6376;60,3560;59,4440;58,8020
jpeg_compression;59,9113;0,2853;59,5720;59,8920;60,2700
speckle_noise;34,8853;0,5452;35,4820;35,0100;34,1640
gaussian_blur;51,8267;0,8941;52,9140;50,7240;51,8420
spatter;53,2480;0,0679;53,2980;53,1520;53,2940
saturate;57,4673;0,5297;56,7480;57,6460;58,0080
blue_noise_sample;58,1093;1,5602;58,4100;59,8520;56,0660
brownish_noise;58,5200;0,2948;58,8840;58,1620;58,5140
caustic_refraction;39,8233;0,7513;40,7900;38,9580;39,7220
checkerboard_cutout;49,1547;0,1662;49,0140;49,0620;49,3880
cocentric_sine_waves;33,4987;0,3231;33,7420;33,7120;33,0420
inverse_sparkles;28,5087;0,5171;28,6400;29,0660;27,8200
perlin_noise;62,1540;0,7066;62,4080;61,1900;62,8640
plasma_noise;34,3527;0,5747;34,8740;33,5520;34,6320
single_frequency_greyscale;29,6120;0,5122;30,1480;29,7660;28,9220
sparkles;65,7907;0,1270;65,9380;65,6280;65,8060
Acc_C-all-19;50,3568;0,3950;50,9129;50,1245;50,0331
Acc_C-original-15;50,6235;0,4554;51,2603;50,3889;50,2213
Acc_C-bar-10;45,9524;0,2512;46,2848;45,8948;45,6776
Acc_all-ex-pixelwise-noise-24;50,0760;0,3244;50,5088;49,7278;49,9914
RMSCE_C;0,1151;0,0051;0,1113;0,1116;0,1224
Combined_Noise;70,6600;0,4141;70,3000;70,4400;71,2400
