;config_255_avg
Standard_Acc;73,8100
RMSCE;0,0243
gaussian_noise;30,7240
shot_noise;35,5980
impulse_noise;34,5100
defocus_blur;29,7720
glass_blur;24,8360
motion_blur;39,4000
zoom_blur;35,3560
snow;42,9140
frost;46,9460
fog;44,2960
brightness;55,2980
contrast;21,7940
elastic_transform;43,8760
pixelate;54,8600
jpeg_compression;50,8660
speckle_noise;29,2040
gaussian_blur;31,3460
spatter;48,9680
saturate;48,9800
blue_noise_sample;50,9720
brownish_noise;56,0460
caustic_refraction;33,8060
checkerboard_cutout;46,9500
cocentric_sine_waves;30,5180
inverse_sparkles;29,4380
perlin_noise;58,7720
plasma_noise;30,3560
single_frequency_greyscale;27,1260
sparkles;65,1540
Acc_C-all-19;39,4497
Acc_C-original-15;39,4031
Acc_C-bar-10;42,9138
Acc_all-ex-pixelwise-noise-24;41,5697
RMSCE_C;0,1613
Combined_Noise;57,4300
