;config_487_avg;config_487_std;config_487_run_0;config_487_run_1;config_487_run_2
Standard_Acc;71,6333;0,1389;71,8000;71,6400;71,4600
RMSCE;0,0143;0,0020;0,0137;0,0122;0,0170
gaussian_noise;35,2420;1,0430;35,8960;36,0600;33,7700
shot_noise;39,2160;0,8663;39,6020;40,0300;38,0160
impulse_noise;43,4220;1,0096;43,8260;44,4060;42,0340
defocus_blur;46,9027;1,2875;46,2560;45,7520;48,7000
glass_blur;36,6433;1,4719;38,2780;34,7100;36,9420
motion_blur;53,3393;0,7204;53,1020;52,6000;54,3160
zoom_blur;49,2953;0,8127;48,5280;48,9380;50,4200
snow;45,9727;0,7578;46,6560;46,3460;44,9160
frost;49,9813;0,5893;50,5140;50,2700;49,1600
fog;53,2280;0,2879;53,3360;52,8340;53,5140
brightness;60,0133;0,1446;59,8320;60,1860;60,0220
contrast;37,6027;0,2448;37,9440;37,4820;37,3820
elastic_transform;54,6567;0,1798;54,5920;54,4760;54,9020
pixelate;57,9367;0,8283;59,0300;57,7540;57,0260
jpeg_compression;57,4287;0,5306;57,9840;57,5880;56,7140
speckle_noise;33,5047;0,9485;33,7440;34,5280;32,2420
gaussian_blur;49,8400;1,0532;49,0380;49,1540;51,3280
spatter;50,5360;0,5643;49,7920;51,1580;50,6580
saturate;54,6433;0,4334;54,0440;55,0540;54,8320
blue_noise_sample;57,7667;0,7110;58,7720;57,2780;57,2500
brownish_noise;55,7927;0,2195;56,0920;55,5720;55,7140
caustic_refraction;34,9247;0,7564;34,2660;34,5240;35,9840
checkerboard_cutout;47,8333;0,6052;47,7420;48,6160;47,1420
cocentric_sine_waves;28,8820;0,3602;29,1860;29,0840;28,3760
inverse_sparkles;26,3253;0,2545;26,6720;26,2360;26,0680
perlin_noise;57,9933;0,5944;58,7500;57,2980;57,9320
plasma_noise;32,6120;0,1107;32,5460;32,5220;32,7680
single_frequency_greyscale;25,3733;0,2519;25,4700;25,6220;25,0280
sparkles;63,6807;0,2886;63,9400;63,2780;63,8240
Acc_C-all-19;47,8634;0,1096;47,9997;47,8593;47,7313
Acc_C-original-15;48,0587;0,2163;48,3584;47,9621;47,8556
Acc_C-bar-10;43,1184;0,1593;43,3436;43,0030;43,0086
Acc_all-ex-pixelwise-noise-24;47,1432;0,1292;47,2329;46,9606;47,2362
RMSCE_C;0,0979;0,0043;0,0948;0,0948;0,1039
Combined_Noise;70,0567;0,2423;70,3700;70,0200;69,7800
