;config_374_avg;config_374_std;config_374_run_0;config_374_run_1;config_374_run_2
Standard_Acc;70,4833;0,1330;70,3700;70,4100;70,6700
RMSCE;0,0179;0,0039;0,0175;0,0134;0,0229
gaussian_noise;50,3000;3,2690;54,4000;46,4000;50,1000
shot_noise;53,0000;0,1633;52,8000;53,2000;53,0000
impulse_noise;51,4667;2,4390;53,8000;52,5000;48,1000
defocus_blur;54,8667;0,8994;55,6000;53,6000;55,4000
glass_blur;32,1000;1,2961;33,3000;30,3000;32,7000
motion_blur;59,5667;1,0873;58,7000;58,9000;61,1000
zoom_blur;46,7667;0,5249;47,5000;46,3000;46,5000
snow;58,7667;1,9345;61,5000;57,3000;57,5000
frost;60,7333;1,2284;61,7000;59,0000;61,5000
fog;63,1333;1,6680;64,0000;60,8000;64,6000
brightness;63,0667;2,0138;61,9000;61,4000;65,9000
contrast;53,4667;1,1585;55,0000;52,2000;53,2000
elastic_transform;58,2000;1,7455;60,6000;56,5000;57,5000
pixelate;61,0333;2,1312;63,1000;58,1000;61,9000
jpeg_compression;63,5333;0,7409;63,9000;64,2000;62,5000
speckle_noise;49,1333;1,0781;50,3000;49,4000;47,7000
gaussian_blur;45,6000;2,0833;42,7000;46,6000;47,5000
spatter;59,1667;1,3425;59,8000;57,3000;60,4000
saturate;59,6333;1,2658;59,0000;61,4000;58,5000
blue_noise_sample;52,0333;2,1453;51,1000;50,0000;55,0000
brownish_noise;54,8667;0,8498;53,7000;55,7000;55,2000
caustic_refraction;36,7667;1,7783;36,1000;35,0000;39,2000
checkerboard_cutout;46,1667;1,2472;44,5000;47,5000;46,5000
cocentric_sine_waves;32,3000;2,6546;32,4000;29,0000;35,5000
inverse_sparkles;26,9000;0,5888;27,1000;26,1000;27,5000
perlin_noise;60,6333;1,0873;60,3000;59,5000;62,1000
plasma_noise;30,0333;0,9104;29,2000;29,6000;31,3000
single_frequency_greyscale;30,3333;0,9463;29,1000;30,5000;31,4000
sparkles;62,9000;1,5578;62,7000;61,1000;64,9000
Acc_C-all-19;54,9228;0,7389;55,7684;53,9684;55,0316
Acc_C-original-15;55,3333;1,0122;56,5200;54,0467;55,4333
Acc_C-bar-10;43,2933;1,1114;42,6200;42,4000;44,8600
Acc_all-ex-pixelwise-noise-24;50,8556;0,7262;50,9750;49,9125;51,6792
RMSCE_C;0,0930;0,0043;0,0914;0,0887;0,0990
Combined_Noise;64,4783;0,2596;64,8050;64,4600;64,1700
