;config_454_avg;config_454_std;config_454_run_0;config_454_run_1;config_454_run_2;config_454_run_3;config_454_run_4
Standard_Acc;71,4630;0,3917;71,2950;71,1900;71,0950;71,5500;72,1850
RMSCE;0,0173;0,0038;0,0210;0,0116;0,0217;0,0150;0,0170
gaussian_noise;45,4200;1,3075;47,5000;45,8000;43,7000;44,4000;45,7000
shot_noise;49,4400;0,9436;50,0000;50,6000;48,9000;47,9000;49,8000
impulse_noise;47,7000;2,3749;48,0000;50,8000;43,6000;47,2000;48,9000
defocus_blur;53,6000;2,0601;55,4000;50,4000;55,3000;55,0000;51,9000
glass_blur;27,5600;0,7813;27,7000;26,5000;27,0000;27,8000;28,8000
motion_blur;53,8200;0,9130;52,7000;55,0000;54,4000;54,2000;52,8000
zoom_blur;44,6400;1,2355;44,1000;44,5000;42,7000;46,2000;45,7000
snow;59,3000;2,4025;58,5000;57,3000;56,6000;61,1000;63,0000
frost;59,6800;0,5115;60,0000;58,9000;59,7000;59,4000;60,4000
fog;63,3200;1,0796;62,8000;61,7000;63,6000;63,5000;65,0000
brightness;62,5600;1,6045;62,3000;60,9000;63,2000;61,1000;65,3000
contrast;53,7200;1,4330;51,7000;53,3000;53,0000;54,8000;55,8000
elastic_transform;57,7200;1,3318;59,5000;57,4000;57,0000;55,8000;58,9000
pixelate;59,3600;1,3276;61,9000;59,0000;58,8000;58,0000;59,1000
jpeg_compression;63,9600;2,2455;66,9000;63,6000;60,1000;64,0000;65,2000
speckle_noise;44,1800;2,1628;44,1000;46,5000;42,2000;41,4000;46,7000
gaussian_blur;45,6000;1,6817;43,3000;44,1000;47,6000;47,2000;45,8000
spatter;58,4800;1,9323;58,9000;55,4000;59,7000;57,4000;61,0000
saturate;58,7000;1,1100;58,5000;60,8000;58,0000;57,6000;58,6000
blue_noise_sample;52,0800;2,8875;48,8000;49,1000;56,1000;51,9000;54,5000
brownish_noise;53,8000;1,7889;54,2000;51,0000;53,4000;56,6000;53,8000
caustic_refraction;35,0000;1,5837;34,5000;32,6000;36,9000;36,6000;34,4000
checkerboard_cutout;43,3600;0,8732;43,1000;45,0000;42,8000;43,4000;42,5000
cocentric_sine_waves;27,5400;1,4389;27,4000;25,6000;28,3000;26,6000;29,8000
inverse_sparkles;25,7200;1,5728;27,1000;24,9000;25,6000;23,3000;27,7000
perlin_noise;58,4000;1,5543;56,5000;57,7000;59,7000;57,4000;60,7000
plasma_noise;28,2000;0,6782;28,2000;28,5000;28,6000;28,8000;26,9000
single_frequency_greyscale;26,1600;1,4417;23,7000;28,1000;26,9000;26,1000;26,0000
sparkles;61,5200;1,1409;61,6000;60,9000;63,7000;60,6000;60,8000
Acc_C-all-19;53,0926;0,6045;53,3579;52,7632;52,3737;52,8421;54,1263
Acc_C-original-15;53,4533;0,6686;53,9333;53,0467;52,5067;53,3600;54,4200
Acc_C-bar-10;41,1780;0,7040;40,5100;40,3400;42,2000;41,1300;41,7100
Acc_all-ex-pixelwise-noise-24;49,2383;0,4859;49,1875;48,4625;49,2750;49,2708;49,9958
RMSCE_C;0,1060;0,0047;0,1149;0,1016;0,1057;0,1037;0,1038
Combined_Noise;63,8980;0,4824;63,9000;63,9550;63,7650;63,1800;64,6900
