;config_165_avg
Standard_Acc;64,1200
RMSCE;0,0657
gaussian_noise;31,8080
shot_noise;34,6220
impulse_noise;32,1720
defocus_blur;27,4360
glass_blur;27,7500
motion_blur;35,4800
zoom_blur;30,9400
snow;36,7780
frost;40,0700
fog;37,0800
brightness;43,2520
contrast;19,6820
elastic_transform;38,4320
pixelate;48,1320
jpeg_compression;43,6880
speckle_noise;28,7920
gaussian_blur;29,0980
spatter;37,6140
saturate;38,7000
blue_noise_sample;42,5340
brownish_noise;44,4380
caustic_refraction;30,0560
checkerboard_cutout;37,8080
cocentric_sine_waves;30,1260
inverse_sparkles;26,4440
perlin_noise;51,4880
plasma_noise;22,9560
single_frequency_greyscale;24,3440
sparkles;55,7700
Acc_C-all-19;34,8172
Acc_C-original-15;35,1548
Acc_C-bar-10;36,5964
Acc_all-ex-pixelwise-noise-24;35,7317
RMSCE_C;0,2011
Combined_Noise;55,0000
